Pri_dMass,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal
0.193738,2189938975.042345,2.2358,21.977344,65.080766
0.705293,1404400769.8803163,10.938,29.217047,67.909211
0.901502,6335327373.601327,3.75276,51.081605,53.930928
0.924261,5736572344.377721,0.803689,46.372119,52.327794
0.488649,3409597615.34535,0.95876,46.812945,73.581579
0.553027,1708454787.331956,1.75404,30.856875,75.533327
0.99119,5403425693.679144,5.00148,41.060151,48.403162
0.913802,6235107025.201537,2.17726,49.741673,53.246459
0.662668,6392905967.8147335,3.81612,67.415749,70.719092
0.999054,4474057453.738898,2.00032,36.356387,47.734562
0.443594,2067974592.2984836,2.32174,32.411486,72.730469
0.448503,3223435984.0549526,11.7205,49.425651,75.774034
0.391248,1749802051.0180395,0.989141,20.305265,68.756679
0.574026,5851888889.455471,4.2046,69.26064,76.381359
0.61375,6721898337.332223,1.26982,72.017576,73.526016
0.304399,6031721418.000935,6.56408,65.264611,71.641363
0.627381,5068045580.54147,1.99299,61.304524,73.0927
0.833976,2829343357.688409,2.45499,35.278922,57.281885
0.327885,4220911175.4541264,2.59644,50.129025,69.791306
0.57279,2157913491.7324457,1.693,37.013359,75.299712
0.170425,3606295479.55618,0.826441,34.509659,62.689977
0.983824,6321914429.863752,14.2467,45.709732,49.156098
0.312623,4401994541.24456,4.2298,52.696586,70.744459
0.315138,5512584899.796232,11.8377,63.617977,73.060167
0.747871,1962988402.3429565,1.66215,30.793912,62.966539
0.382338,5036189142.782923,1.45744,56.14711,69.284649
0.346458,5595478653.909528,9.69303,64.010378,72.716248
0.836093,6288552650.231222,8.28282,54.656657,57.769654
0.641691,4635616293.742195,0.966911,56.730053,71.250191
0.129704,6317899965.435994,1.80543,59.459845,63.993666
0.136961,4213841833.5215654,4.79377,47.011629,67.061965
0.933417,3872444122.735573,4.00328,37.699107,52.357405
0.747122,3874646471.919765,13.0195,47.703862,64.432036
0.85902,4514207885.78846,1.7698,44.03638,55.658406
0.572399,3019546785.496818,0.838503,44.800512,74.444053
0.997497,4732547582.75185,2.75405,37.646057,47.898327
0.415795,5965306470.247571,2.51643,65.003269,71.437385
0.862559,3118502641.593734,1.19882,35.668649,55.286125
0.316383,5742509620.690496,5.40969,63.145553,71.328083
0.395241,1263907563.7879143,9.18752,24.622358,73.15381
0.508677,2105778596.4323738,1.64416,34.766642,74.977075
0.266835,1054660441.6564038,2.70492,4.598299,68.485269
0.429417,5830870004.027695,6.31084,66.530942,73.740991
0.758591,1522954745.1141436,7.73924,28.205992,63.119096
0.35497,1700250722.7374277,2.13678,22.005465,69.612213
0.54658,4158918520.959676,9.799,59.121559,77.806139
0.712415,6944902603.081619,12.0964,67.050161,67.392026
0.218829,4792932669.853588,10.9973,56.004191,70.042497
0.612805,4030363344.6452656,1.30991,54.01116,73.613665
0.748284,3925993647.4903092,2.18482,46.38526,63.119658
0.236335,5618856815.387842,0.916173,54.961375,64.394738
0.426427,1197732920.9776468,1.08476,9.576115,70.428938
0.871701,2277946910.0597095,4.29737,30.654185,55.383278
0.535622,4118697351.916771,2.05968,55.966698,75.700361
0.302101,1723011828.5946493,5.78348,25.767916,71.323929
0.667521,3095399061.2447495,1.82,44.365311,69.61387
0.741042,4543992335.323825,1.41993,50.18993,63.415809
0.599107,4431756189.571577,12.2775,60.546962,76.777709
0.669674,3758541420.910404,1.47828,49.142177,69.237912
0.732889,2146784520.3494022,10.9066,35.693072,65.550275
0.52826,3668762483.4749146,0.8565,50.184817,74.396035
0.631663,2346082423.146184,8.42042,41.63354,74.221261
0.229448,1297034940.0156407,1.48394,3.671739,65.369863
0.10581,3500654141.1974335,1.26562,28.828523,62.629587
0.225325,6872008756.353237,1.0257,63.161157,64.26906
0.822966,5494004943.983595,2.19245,50.864734,57.907206
0.365385,2750056177.388972,1.51647,35.337253,69.037989
0.701591,6070940481.724891,10.3243,63.363024,68.161906
0.254541,1783875829.7013516,1.27257,12.392014,66.067
0.170988,1505208354.7909634,10.4941,20.969692,69.600011
0.63457,1691627397.3564086,3.5919,32.584904,73.129118
0.617051,5252598904.033882,4.39503,64.178188,74.64344
0.778839,3282035111.056803,4.7023,41.087164,61.212852
0.315304,5724236011.702328,2.32651,60.899334,69.417683
0.447232,3378581522.5452504,3.46056,47.820442,73.619039
0.207484,5190518244.207136,1.25619,52.049354,64.440191
0.863644,1745168209.9046578,7.98569,27.345533,56.100689
0.930312,5661551883.284215,10.3788,46.649378,52.907715
0.432493,6019590044.462121,11.3625,69.048434,74.936081
0.197612,4282353560.824984,12.2964,51.872542,69.808048
0.289589,2168803323.4218473,1.00045,21.920956,66.902404
0.889644,5269424492.7253275,1.31959,46.373879,53.998511
0.591187,2606640695.981903,9.29139,45.410509,76.803339
0.13993,5817709768.966512,1.41341,55.412729,63.401215
0.815968,5519201102.478375,6.4253,52.030459,58.930066
0.514561,6385020321.651506,7.39969,73.570626,77.277148
0.525618,4487531086.011229,3.38392,59.465192,76.295058
0.139703,6875862379.707146,6.26046,67.171371,67.88261
0.757231,4507058548.515001,3.24696,49.680427,62.656634
0.998018,2725015479.036657,1.78088,27.89661,47.748363
0.817312,6068205014.344401,13.1106,55.019989,59.222981
0.22197,3109423852.356086,0.910857,31.328457,63.854003
0.460564,6503985921.854898,1.6645,69.893745,73.111459
0.775761,1439572495.185886,0.89717,23.655645,60.409797
0.901177,3347947378.5425673,6.51985,36.721829,54.165559
0.83349,6132623892.901869,2.07722,53.340718,57.227288
0.711497,3774504056.9808636,7.29634,48.673315,67.08319
0.811192,2949263778.6362967,1.45194,36.38917,58.415832
0.190017,1508207505.9812813,1.23475,3.673459,63.282783
0.353211,5751185402.270321,11.4909,65.368398,73.090765
0.187483,3330749941.0937543,1.36087,33.995574,63.508688
0.620874,6109031968.756931,3.35604,68.977622,74.099119
0.884456,6739934874.364033,2.29522,53.367454,54.473319
0.984636,3453834659.0233297,10.6033,33.117954,49.019368
0.297525,3872737542.3632636,13.2656,51.497511,73.14287
0.627047,5848494184.983526,1.25066,65.79797,72.6365
0.428325,2836247700.559498,1.39823,38.873967,70.990567
0.937319,6821385575.837607,1.44445,50.802345,51.730009
0.145171,2466457704.8412447,4.99206,29.072123,67.31407
0.283602,5146040475.16333,12.3011,60.559516,72.66778
0.213255,4545284426.396534,6.83483,52.724525,68.781803
0.37122,6672144629.670451,8.18779,70.420082,72.525522
0.238251,3439527623.6496353,9.70601,45.130646,70.375048
0.765837,6105374409.971163,1.52191,57.157189,61.481148
0.589086,4788385035.759193,3.77485,61.808709,75.839357
0.902777,2663990466.3263397,4.4098,32.24547,53.958396
0.115524,6073618691.65791,0.889693,54.430427,61.279686
0.855075,2506672309.025935,3.16621,32.570927,56.152199
0.980871,4423485558.93059,2.10893,37.23766,48.771317
0.213717,1657624633.0725899,4.1616,18.553676,67.562102
0.171596,5600372246.615708,11.0726,60.538559,69.72205
0.999917,3365732407.660325,1.84729,31.145289,47.672576
0.600262,2560073515.1015797,1.33909,41.019401,74.253013
0.914443,1896451864.7268858,4.57639,26.577144,53.507089
0.99821,1256571656.2883427,2.35625,18.396046,47.820278
0.358279,3758518440.206954,4.28054,48.384779,71.084726
0.123434,1180806768.7559612,0.80328,0.643815,61.153445
0.843969,2129787503.618956,3.37311,30.124189,56.836238
0.93058,2094194195.1034594,1.35335,26.558187,52.14514
0.709173,6623094944.157667,3.22353,64.79042,66.637666
0.565251,5745874454.951728,11.5003,70.150293,77.790812
0.66678,3041986811.8180585,1.15299,43.185875,69.268708
0.209432,4241646826.483983,6.44275,49.750317,68.596398
0.141455,3761072687.8302617,3.04849,40.969753,65.787777
0.201096,1073568704.8942157,1.84974,2.369025,65.465453
0.350022,5639532544.969935,11.175,64.61138,73.023744
0.539553,6432444956.837275,7.6507,74.051472,77.48925
0.264558,3177634571.8101525,12.7441,44.459146,72.107806
0.683909,5734714643.386517,1.50461,61.045543,68.025162
0.118898,3499933437.4672217,8.80273,42.692531,69.096102
0.175092,3236180521.538941,1.63726,33.837302,64.48813
0.117501,3078651238.888908,5.46794,35.329168,67.586967
0.659262,4183582953.073329,0.962779,52.297831,69.759468
0.249269,1402897862.0602005,2.72266,9.818033,67.73265
0.271521,1882661813.3720076,13.4852,31.235193,72.497039
0.47342,4254529902.1796403,0.803158,53.177074,72.594188
0.967212,4614087507.441822,4.77815,39.247642,49.973489
0.770738,4692512977.600761,0.888468,48.849339,60.770491
0.376781,4395230064.127184,3.25039,53.321806,70.763126
0.659532,5322257368.745344,6.83957,62.069239,71.541549
0.702105,5590780631.646218,6.14934,60.309386,67.710636
0.872628,1394153907.8695595,4.34296,23.340479,55.339744
0.940993,6381849978.670365,2.19176,48.509085,51.626109
0.427628,4313615655.427938,2.73458,54.071189,72.157924
0.583365,1208949180.616942,6.36092,27.833831,76.633916
0.450815,2484440318.1090717,3.20567,38.77316,73.682692
0.676572,5116662563.037098,11.3635,60.075259,70.404653
0.367906,3118027792.9774437,9.61122,45.303397,72.814682
0.964136,3576190488.994631,1.09723,33.909296,49.724252
0.137151,2430924143.1328526,4.57873,27.356184,66.928444
0.480913,4765338115.964986,1.24566,58.428436,73.671134
0.505636,4794875771.994017,12.6262,63.646147,77.934254
0.595827,2561267335.2781944,2.46982,42.278586,75.116888
0.391542,3566726360.258548,14.6468,51.043983,73.961939
0.174389,2249101012.6250334,3.05318,24.289017,66.220088
0.845394,1431544834.0440524,1.45397,23.006106,56.336313
0.149306,3962760776.260464,1.36622,39.467994,63.561834
0.298376,3735412852.597419,1.28918,42.868218,67.753624
0.269626,5227941136.609196,12.8356,60.790127,72.314982
0.555985,4561042714.66379,9.3322,61.927432,77.666284
0.233618,5858952958.94297,8.89942,62.830796,69.988526
0.163432,6650351006.330465,4.44662,64.511483,67.14769
0.297047,2282357260.0903673,2.47009,29.041624,69.262503
0.312585,2828633078.150362,1.20466,33.429267,67.862223
0.96719,3987983832.378113,5.51866,36.478689,50.021827
0.247922,2069371543.5128288,2.63502,24.099164,67.590277
0.463861,6219961594.753274,2.074,68.764694,73.655231
0.94095,2880732547.6086483,4.91991,32.037983,51.913951
0.325048,5300026309.330366,2.04616,57.64804,69.236656
0.677357,3682304267.7587633,14.7293,50.90147,70.548263
0.663588,6877028711.296739,8.41036,70.69216,71.351216
0.627819,4317169275.998283,1.82607,55.955443,72.970096
0.411734,2328365350.9263287,6.5851,37.788234,73.037807
0.697597,6781300896.322071,4.83611,66.747969,67.871551
0.641979,2848340924.800461,5.25799,45.067554,72.880139
0.768663,4518542470.562143,3.66521,49.108316,61.829036
0.401275,5485738786.408333,2.14351,61.010523,70.561483
0.469155,2173065756.416704,8.56221,39.173097,76.241381
0.550661,4422134029.770351,0.977749,57.109531,74.770453
0.216452,2376348729.2027397,1.99217,25.75611,65.748774
0.598629,1945732884.4305844,1.67213,34.593407,74.566848
0.913107,6006376886.216901,1.21045,48.49989,53.050086
0.402944,4584798668.0651,4.77384,56.349155,72.126624
0.265256,2783807957.6058826,10.7705,40.158297,71.736326
0.19739,2514281212.2428627,14.6729,37.153765,70.20358
0.348012,5615269104.2167635,3.2052,61.545914,70.400078
0.853661,1411756864.593143,5.90853,24.25513,56.531403
0.399648,1901149117.7357159,2.13449,27.432105,70.500029
0.13676,1321876515.4863842,3.00959,3.794452,65.659458
0.667263,5877935741.804448,10.055,65.149164,71.167449
0.288636,5448843668.8209,2.74318,58.834392,69.298855
0.740814,1431444517.5280497,4.03455,26.823126,64.165712
0.526126,2563814519.9933553,4.22732,42.939347,76.613118
0.327877,4766287089.248621,4.03438,55.728517,70.761395
0.20338,4979430128.706924,1.35673,50.711543,64.642885
0.905819,3359170890.9856963,1.23053,35.614815,53.34513
0.155583,2403903547.964384,0.817155,12.577576,62.133053
0.401633,2353068331.8471203,7.11711,37.961368,72.837747
0.233066,3155077783.3168693,2.68822,37.29205,67.015272
0.942588,2340458685.9769926,14.7699,29.285588,52.176522
0.628271,1228262818.8585246,1.81847,24.419682,72.933711
0.396991,3797256157.6378484,9.80229,51.916466,73.31981
0.779542,6197169166.903139,0.953977,56.357273,60.18101
0.217136,4076740824.631591,1.72092,43.894933,65.386556
0.681904,1520213210.4369082,4.12421,29.533108,69.058103
0.181744,1807334393.2792776,9.77902,25.632924,68.867599
0.304649,1159153673.2658482,1.5116,4.413412,68.256724
0.76955,4865049474.196728,10.0598,51.789334,62.399849
0.69836,3941442688.8653426,7.29249,50.654921,68.142566
0.432432,6293082686.437537,2.38564,67.686186,72.167449
0.936506,3081998955.071334,4.80202,33.377397,52.215096
0.383509,3562182427.659201,1.18191,43.529772,68.897108
0.380667,6391618823.261739,1.70539,65.592751,69.558425
0.394909,6137765961.619468,7.75925,67.568465,72.822996
0.780766,5486416399.639955,0.960381,52.686203,60.099797
0.950842,3013834188.740921,0.800179,31.340765,50.580408
0.393279,2804695501.607952,14.0076,44.317272,73.915009
0.429955,3381354891.1013985,4.95783,47.962749,73.337461
0.300856,1400389312.8370786,3.46591,16.426018,70.128164
0.278964,6095644312.408968,4.45742,64.264037,70.151739
0.55881,3071038582.373208,1.40408,46.181444,75.223138
0.147084,5864092913.94769,9.78577,62.3519,69.257665
0.745823,3583089225.8872466,1.25662,43.659941,62.940753
0.387804,2694836413.9297147,0.908978,33.667776,68.489875
0.77604,5308850244.91781,5.03717,53.189208,61.463011
0.463876,3978049218.4650307,14.7664,56.75657,76.888824
0.674802,2481696467.5021977,2.15594,38.811249,69.11946
0.509088,4417099432.941257,4.6394,59.257573,76.515597
0.353025,3295324467.4191456,0.810964,38.666901,67.529591
0.989165,2226223631.8778787,3.73557,25.812407,48.432057
0.88021,4355299381.375385,12.1897,43.417904,55.399096
0.832717,2156006265.2152376,1.24006,29.697034,57.009071
0.216629,4230478116.144017,2.62002,46.706974,66.449975
0.128035,4440653053.292622,2.1951,45.396001,64.610661
0.463407,6632522224.046475,2.51033,71.549202,73.946638
0.436935,2267347695.805373,0.889811,30.932771,70.665999
0.472327,2272431521.0164003,1.31966,34.461582,73.352854
0.873628,6913209907.467133,3.70948,54.842599,55.21786
0.293278,5840971766.496981,0.858808,58.570682,66.645028
0.33335,1702215468.8398523,6.9293,27.555054,71.96103
0.895698,1796842551.635103,5.83025,26.562215,54.345776
0.109102,4832710199.91828,2.9598,49.339117,65.754481
0.71688,3173948956.5289426,10.3185,44.578786,66.894283
0.739573,4682470156.885756,8.67626,52.736627,64.809056
0.305774,4185143684.9027553,5.44609,51.511392,71.237578
0.283247,6773198246.463285,9.81067,70.414837,72.132827
0.555787,1594085386.5258598,8.02797,33.789701,77.474828
0.670977,6565995675.85951,5.28429,68.067793,70.251073
0.717959,2213116342.4991183,14.0656,37.202818,67.029142
0.989035,5463390660.53764,7.00986,41.537786,48.628373
0.498954,1984648148.3823266,1.00556,30.877673,74.002676
0.799735,3729847525.46015,0.814589,41.546582,58.779183
0.67882,5358302600.932157,6.65881,60.756182,69.739928
0.779896,6126436482.1965065,1.9764,56.460884,60.602669
0.206011,4159982897.638262,2.29133,45.493977,65.991551
0.962214,1369397849.3914094,4.41437,20.856952,50.31538
0.329979,5021655519.5056715,6.3203,58.679759,71.748652
0.518551,6972104044.376373,1.15671,74.418456,74.661049
0.912766,5424108931.422365,2.15566,46.077209,53.290717
0.627459,1094963696.9628232,8.27391,26.496275,74.541963
0.686823,6267276475.851229,3.69487,64.726403,68.537583
0.252207,2812092881.7500467,10.2868,39.939783,71.092689
0.12686,4959874385.206228,0.828188,45.580862,61.373424
0.858521,5122605362.868774,4.89545,47.751269,56.162388
0.453956,6239338756.359402,1.14367,67.258977,72.10284
0.791506,1841292179.3019934,0.828864,27.407371,59.292987
0.864461,5782524097.6519165,9.4394,50.845671,56.13188
0.147239,2505206471.8313046,2.06823,23.448535,64.760464
0.831066,5108270883.451015,14.4417,49.691712,58.368238
0.500156,3356529882.161798,3.30824,49.656813,75.839318
0.655878,6988260072.0180435,1.67837,70.51432,70.571882
0.199157,6119027744.350701,2.45229,60.314848,66.038863
0.177431,2762056303.4214315,1.41949,26.875896,63.979985
0.44403,5552097518.863965,5.01469,65.020963,74.085012
0.784672,4120132098.2816505,3.50213,45.836653,60.614104
0.324019,3002157099.107347,0.83846,34.273278,67.200135
0.567211,2145184399.5493784,12.3293,41.525396,77.830646
0.528063,2917892636.3123736,4.62734,46.861054,76.757241
0.938546,2588114251.547711,0.852045,29.378256,51.459482
0.995287,5525052610.320205,2.59593,41.182569,47.991293
0.747675,5610371471.085377,1.11355,55.678545,62.708468
0.909887,6833061955.5530405,12.9502,53.338099,54.117539
0.958503,2042198260.7600536,13.7993,26.630739,50.961841
0.201557,6057889914.647215,1.02491,57.597179,63.919403
0.546486,5713432606.451233,12.401,70.154367,78.11339
0.330535,6166734703.962217,2.76143,64.652444,69.948873
0.560607,4781722932.305784,4.57901,62.370622,76.709807
0.128018,4963978876.481029,12.1157,56.54825,69.873605
0.513933,1603944665.6391034,13.7269,34.918204,78.156972
0.799098,3056067345.1155214,6.87576,39.020609,60.045043
0.663715,6866673174.372306,6.34059,70.37327,71.083193
0.518359,1456054797.730902,13.9678,33.109253,78.227803
0.122255,5858211019.769776,1.15935,54.198422,62.38668
0.559624,5455636785.085757,3.29379,66.63631,76.302515
0.950804,4699193515.068737,5.52659,40.773513,51.240021
0.795826,1869697345.5035088,7.17403,30.132207,60.280946
0.940059,1301327719.2591949,1.38564,19.923671,51.529364
0.164294,6673256695.695582,12.4075,67.433978,69.913379
0.399782,6354535530.732521,1.65925,65.834079,70.02418
0.831622,1624872734.7836537,5.91569,26.706809,57.881099
0.130848,3305596656.060533,9.70717,41.822314,69.159023
0.682772,6375095911.752482,0.949972,64.413914,67.728436
0.389757,2869552194.34414,1.2596,36.98018,69.18732
0.331147,2341905248.875146,11.6958,37.556271,73.084247
0.480259,5363925564.577721,5.92343,65.722961,76.120295
0.325676,3109729287.836011,0.894493,35.801759,67.374093
0.299895,1357412429.8236036,6.47467,20.329004,71.546464
0.462132,1340328142.1422596,13.3466,29.969834,76.646847
0.661727,4090707380.0071187,13.792,54.765114,71.968779
0.659399,6622208621.750992,7.64088,69.73542,71.654842
0.308407,1635977189.7673712,8.02197,26.609351,72.140697
0.779239,5997814965.576378,4.30984,56.354125,61.129847
0.545702,5078641843.022991,1.35018,62.597151,75.186606
0.565202,2674530019.2369637,3.05289,43.896011,76.143079
0.763881,4199225446.5725493,3.58038,47.482601,62.187827
0.434057,4516613259.588163,6.10328,57.754505,73.91084
0.816097,5366205563.404308,6.75987,51.345199,58.949439
0.181863,6908812481.777672,9.96474,68.23441,68.909003
0.208321,4263927780.9193254,6.4811,49.944662,68.600864
0.641625,3352128115.8338337,4.22613,48.97368,72.698365
0.583812,2389127134.3746467,1.34586,39.270109,74.792366
0.686993,1837487889.3621125,1.60958,31.346196,67.827789
0.60605,6030867458.94352,1.22026,68.115708,73.893466
0.480528,6623217840.078227,3.68062,72.944032,75.378419
0.556303,4961971664.790293,3.69399,63.340001,76.478218
0.538265,2638684531.1619387,8.20627,45.58006,77.589563
0.518628,1755306992.1157146,2.47361,31.642116,75.757729
0.169049,3556654872.5855856,13.2097,46.101723,70.179434
0.844255,2901754699.4647946,6.04543,36.100815,57.104626
0.161561,1424061394.4622998,3.28253,6.481904,66.276325
0.328108,2805601011.6936264,0.919936,32.618848,67.467953
0.840449,1241533267.7906783,4.49352,22.504668,57.190095
0.101548,1144420693.9123363,0.917184,0.50351,61.767817
0.374063,2727796386.395553,2.13109,36.71656,69.872947
0.496451,1007244820.087865,4.13946,20.056342,76.092502
0.640558,1432002009.028492,9.77292,31.461068,73.60936
0.928226,1952222891.0464926,1.62983,25.745638,52.358431
0.964704,3000800681.769664,1.04764,30.763463,49.668404
0.164283,1924227176.0579674,1.13177,6.847027,63.312001
0.913372,5780404265.368079,1.40183,47.480243,53.095812
0.57027,2263484095.0695834,1.71306,38.249713,75.354633
0.946204,3803378246.722924,2.83976,36.485686,51.34678
0.383471,5962491153.399014,3.53941,64.547709,71.054868
0.417115,6260334204.541474,1.95124,66.333925,71.030068
0.610735,4356686996.110933,6.26399,58.69632,75.421843
0.168506,1279183610.354098,12.0573,17.322505,69.926027
0.263664,6274045304.91276,12.6543,67.562642,72.05545
0.380985,6960075763.132867,1.56282,69.168706,69.392516
0.713598,6736884566.683333,11.5491,65.988029,67.258163
0.244339,3993254917.824735,1.14394,42.482605,65.322523
0.833996,3234931153.958837,3.90746,38.272369,57.519199
0.879331,6663255517.667904,7.91646,53.881129,55.260173
0.971021,6243345486.737417,6.67068,45.918326,49.804375
0.697718,2093617231.3394773,2.15427,34.194472,67.207302
0.718303,3933021458.630708,1.4668,47.75423,65.299694
0.470166,5172503495.215591,3.73042,63.144675,74.937881
0.926668,4665401776.913199,8.71939,42.397169,53.074291
0.921797,3775541102.29441,2.55097,37.652348,52.900125
0.310498,4464152474.04289,12.8355,56.204104,73.209178
0.352192,5297814575.839923,10.2502,62.123875,72.850848
0.292631,4265132305.341704,2.41994,49.555686,69.107673
0.405996,2610459649.5613604,2.49551,37.286779,71.016437
0.143504,5693100463.578471,10.2015,61.31749,69.333723
0.27533,4383207332.087156,6.91383,53.120805,71.055598
0.797957,4703256471.739666,3.22319,48.310572,59.679435
0.927667,1866341583.1468625,2.92304,25.584337,52.605392
0.388109,3349387048.7887397,8.62866,47.735264,72.880218
0.608135,3585752604.6748786,2.2812,51.39446,74.474816
0.744719,2122642812.2003639,1.50775,32.329826,63.157431
0.19245,5194362603.409044,10.4454,57.597194,68.921087
0.780334,3608574209.3967752,11.8303,43.968143,61.667323
0.344075,1815619161.3263698,8.02084,30.221872,72.310145
0.640694,5374805107.553902,8.88137,64.160893,73.505445
0.243709,5224344172.649416,10.7597,59.442797,70.843963
0.411285,3677181653.9293385,2.52824,47.856659,71.250168
0.741646,3252321407.0206904,0.94066,41.200574,63.077811
0.95635,6626130997.836576,4.38613,48.838244,50.748627
0.108381,4493364760.654829,2.46267,45.205067,65.073913
0.752012,5017342485.786266,2.13427,52.630389,62.798756
0.325596,4080997143.8634663,3.50731,49.66595,70.440083
0.190582,3546319257.066526,1.58691,37.249669,63.981057
0.807213,3301029220.6179495,2.59418,39.408509,58.985965
0.892168,1529157861.7227468,10.9115,24.974155,54.768096
0.27427,5700536450.574864,8.65822,63.191432,71.5549
0.226864,5144487569.049563,6.00909,56.790675,68.795053
0.404953,3099271532.0038595,3.89181,43.50522,71.810244
0.676976,5612860311.052043,2.22838,61.31092,68.956724
0.883827,6228665264.637124,14.1925,52.037536,55.278531
0.430438,5722303071.61915,6.61813,65.987592,73.874551
0.660718,3842337074.6065097,1.90949,50.571868,70.261825
0.16697,1286503230.9564915,6.15748,9.649141,68.110278
0.939156,6578412286.597086,5.00561,49.958237,52.046735
0.175995,5564220849.309124,14.731,60.969862,70.245368
0.526355,1583252305.0144527,3.761,30.751716,76.451589
0.20328,3802921791.7244234,1.34022,40.20283,64.611667
0.628161,2982946015.6278143,9.34204,47.707591,74.610795
0.435063,5104356478.478384,7.72967,62.358634,74.376894
0.259038,1916276271.5228379,2.65846,22.238054,68.10772
0.962057,4362455276.784187,5.06808,38.481179,50.371808
0.594961,3555344093.317592,4.72192,52.641413,75.883881
0.392537,3464655042.0727434,2.13514,44.744668,70.288899
0.750131,2734105025.468218,1.02361,36.897152,62.453454
0.965442,4726373106.999084,6.38009,39.973903,50.197139
0.35719,2998108678.25296,8.32056,43.539382,72.44428
0.92226,2674197041.479665,0.951015,30.580733,52.501816
0.585736,2444997949.1696463,5.07697,42.613586,76.295074
0.951549,3512379402.126945,2.07854,34.524185,50.852195
0.522125,6135916631.380811,2.63584,70.62057,75.90003
0.304643,2604991619.3435183,6.31757,37.265304,71.558443
0.755586,6426572548.004826,1.77301,59.634698,62.387014
0.922042,2147394166.8424659,10.6341,28.689562,53.426142
0.305341,3237597893.2915936,2.21984,40.108979,69.169928
0.530288,5086926393.89647,2.58575,63.568982,75.968124
0.769784,6907085991.66232,1.30541,60.658508,61.086464
0.762988,5245457784.092972,13.3848,54.468477,63.107925
0.3616,5228218778.678791,12.3334,62.236515,73.273117
0.899965,6304744729.496712,1.81571,50.651533,53.679707
0.996017,3459660067.930408,6.05542,32.289728,48.202371
0.504167,3819898173.512082,5.476,54.666539,76.673667
0.73076,6844393765.05803,10.0573,64.868754,65.677885
0.841963,3103738063.324211,2.29649,36.709558,56.764499
0.180413,3566526533.098895,11.3708,45.451557,69.324882
0.129543,5136433116.749525,3.57706,53.326247,66.15204
0.275605,4947119862.370203,1.2769,52.537264,67.001405
0.295387,1452655845.8557093,5.96848,21.209248,71.277619
0.166202,5260130103.121937,0.867617,49.821443,62.617102
0.190943,3880798455.79351,8.75924,47.037004,68.419525
0.708893,4838980893.856077,1.14573,53.896318,65.853909
0.581576,4327889770.343641,5.8506,59.221395,76.587961
0.295115,2143201427.9274082,1.25693,23.195998,67.613574
0.326688,4639959458.965961,1.21296,51.205067,68.072076
0.122811,5243908963.457804,4.60316,54.888193,66.968352
0.531455,2322588534.989359,13.5635,43.398468,78.25676
0.907519,2937782997.0834227,2.97396,33.557219,53.634616
0.199871,1892979915.9742365,14.0885,30.162455,70.499294
0.500911,6307204631.105335,2.72899,71.28897,75.566584
0.140669,3156683296.157315,9.23057,40.304877,69.015914
0.412203,3360885886.3475704,1.45817,43.541207,70.26599
0.992267,4274309631.248497,1.9053,35.853561,48.058927
0.375633,2512414163.6070967,1.28955,32.360801,68.892972
0.500683,6781194799.551216,4.58686,74.849022,76.341328
0.620942,2695011456.474984,2.34683,43.048328,73.720744
0.945893,1179797103.6373484,3.72227,19.513664,51.463132
0.211324,4733601475.964172,7.81989,54.44351,69.089525
0.906581,3902168773.968958,7.3494,39.562361,54.031805
0.709464,5468996957.025194,1.24224,57.756095,65.872677
0.180721,6311320256.26772,5.41504,62.679988,67.40129
0.161261,5792761955.561504,3.05945,57.922617,66.07503
0.909394,3260294410.576179,4.10207,35.588379,53.688916
0.942356,4314735588.863875,2.5782,39.18531,51.588015
0.735706,6857008091.231195,4.51736,63.964075,64.678777
0.293375,4076957711.1773586,1.50066,46.194699,67.98902
0.732793,3952071254.8623743,3.79976,47.958488,64.801023
0.650636,3953274465.20333,12.2881,54.466593,72.910664
0.247618,5418104284.368019,1.23576,54.797275,65.671358
0.232105,5348116487.921783,3.91996,57.097453,67.922214
0.96728,6002246066.832249,10.7934,45.194165,50.228597
0.686858,6279429148.740158,1.3346,63.879413,67.678867
0.807636,6338232741.928945,1.75739,55.697566,58.74071
0.126689,5891128275.644351,4.53546,59.63371,66.904649
0.703929,1104120971.9001544,14.0492,26.071934,68.211567
0.563021,1269580329.4378672,8.56956,29.511099,77.462405
0.59723,4436432564.087805,10.1508,60.411281,76.65329
0.860574,3502352823.441973,1.55113,38.264337,55.513041
0.498385,3095908843.781009,5.47751,48.250552,76.563247
0.931599,5516475817.394513,1.26493,45.131137,52.05579
0.662699,6390230949.792751,4.10786,67.483084,70.783954
0.423547,5094387474.023613,3.96871,60.327766,72.626935
0.759951,4454388256.187414,1.59374,48.610916,61.969823
0.989312,1155567627.8564563,5.34336,18.400639,48.530489
0.910926,2704882938.839588,1.27094,31.372246,53.163546
0.267218,1750872689.0755072,7.547,26.388235,70.973076
0.428866,1385535604.572414,2.30466,20.830726,71.916751
0.571721,6940088164.81252,0.835976,74.080977,74.447338
0.603814,4167930905.607368,1.73073,55.73689,74.385332
0.514854,6297557140.294059,1.03263,70.017468,74.422242
0.832444,3877323582.922974,12.2344,43.054123,58.197743
0.492211,2966152771.982801,1.28955,43.265484,74.175911
0.729679,4648103098.348492,1.63717,51.747632,64.451769
0.135698,6910221919.162403,3.03617,65.110684,65.670319
0.553083,4297372669.747919,3.15995,58.218609,76.297313
0.320827,6846362134.323446,9.04017,71.523732,72.49521
