# Lurie+2017 data
#Porb[d] Prot[d] ecc
0.73977, 0.73667, 0.00982
6.57042, 6.43976, 0.02303
1.08281, 1.07858, 0.03437
5.88204, 5.95594, 0.19029
0.78205, 0.78090, 0.01557
4.05943, 4.73181, 0.08762
3.15142, 3.10385, 0.02158
5.06948, 4.93994, 0.00578
6.85562, 8.32462, 0.12212
3.65512, 3.71297, 0.05106
23.87614, 1.38317, 0.14526
9.99166, 13.57508, 0.28267
16.31328, 9.57063, 0.43569
3.44263, 3.89195, 0.00392
8.20951, 15.44157, 0.00094
10.90880, 10.83756, 0.01601
6.86222, 19.30366, 0.03019
3.65532, 3.57799, 0.00134
3.16667, 3.07121, 0.00126
0.60436, 0.60435, 0.04715
5.33175, 5.11593, 0.03101
4.35985, 4.25284, 0.04826
28.02787, 11.85707, 0.49298
10.13540, 12.48219, 0.07135
17.32997, 7.27394, 0.49485
0.91339, 0.90148, 0.01109
11.32032, 6.73432, 0.40237
6.27716, 6.77599, 0.00245
2.24357, 2.21140, 0.27514
8.25818, 7.69907, 0.15038
1.79055, 1.76656, 0.00000
2.21624, 2.18901, 0.00855
2.27505, 2.26544, 0.02577
1.65641, 1.64236, 0.01246
5.61387, 32.65002, 0.00825
20.72926, 20.69454, 0.35948
15.92699, 13.64911, 0.03372
0.64585, 0.64460, 0.04419
10.47626, 10.49353, 0.04016
3.90931, 3.86448, 0.05827
8.29050, 8.77492, 0.38309
3.84402, 3.82817, 0.03622
10.18659, 9.80085, 0.09478
5.74883, 5.83689, 0.01821
11.08258, 12.99125, 0.06743
1.02516, 1.02387, 0.01391
14.19984, 23.84971, 0.41391
717.00000, 16.90141, 0.41876
4.27367, 4.17879, 0.01274
37.48222, 19.13499, 0.44561
8.21500, 7.35023, 0.20677
4.30913, 4.40688, 0.01626
2.15471, 2.12477, 0.03308
1.48032, 1.46775, 0.06596
7.94672, 15.99124, 0.28449
2.74564, 2.72320, 0.08501
27.32205, 19.96354, 0.05693
4.70391, 4.67499, 0.03997
1.88244, 1.86351, 0.03109
2.17815, 2.15641, 0.00338
5.91862, 6.72656, 0.13466
2.74400, 2.68317, 1.10282
204.74010, 6.55541, 0.27902
2.54456, 2.44980, 0.05313
1.71150, 1.66911, 0.02469
6.47418, 7.41556, 0.08516
1.38404, 1.38273, 0.11689
7.51515, 7.74673, 0.04860
0.71272, 0.71273, 0.06025
10.81829, 10.67251, 0.04725
8.78850, 10.23604, 0.23837
5.50814, 6.13102, 0.02962
0.79820, 0.79627, 0.01072
8.42944, 9.77351, 0.04636
3.24334, 3.17933, 0.10000
23.81583, 10.62720, 0.07243
4.99478, 5.11742, 0.01884
4.05702, 4.00494, 0.06363
8.26808, 9.41126, 0.26343
18.07670, 25.89418, 0.10300
9.05849, 12.37638, 0.13925
5.71215, 6.46351, 0.04852
4.27865, 4.20184, 0.01659
0.72152, 0.72171, 0.02217
7.09521, 6.46829, 0.12698
1.30346, 1.28374, 0.03878
8.94743, 8.94973, 0.04913
5.35741, 1.97975, 0.09233
7.44838, 7.77423, 0.02409
4.14388, 4.04563, 0.03830
3.40385, 3.33613, 0.01915
710.50000, 19.89553, 0.17237
6.01719, 6.84482, 0.00330
0.84629, 0.84541, 0.02087
3.86090, 3.93213, 0.03230
17.91874, 17.90313, 0.37694
24.84708, 24.82993, 0.28809
5.01727, 4.61952, 0.07602
29.12458, 16.42603, 0.05139
0.85857, 0.84976, 0.00623
7.06114, 6.31215, 0.13725
1.03515, 1.03195, 0.02128
24.70900, 20.76814, 0.25219
1.10397, 1.10407, 0.06130
