Pri_dMass,Pri_dTidaLQ,Sec_dMass,Sec_dTidalQ,Pri_LockTime,Sec_LockTime,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal,Sec_ProtInitial,Sec_ProtAge,Sec_ProtFinal,Initial_Ecc,Final_Ecc,Age_Ecc,Initial_Porb,Final_Porb,Age_Porb,Initial_Peq,Final_Peq,Age_Peq
0.35344,2922320.0,0.159797,9521330.0,-3.170577045022194e-08,-3.170577045022194e-08,1271590206.8324919,6.27954,20.13568,31.03519,0.968353,1.369439,38.61065,0.047034,0.046982,0.047047,13.3269,13.32089,13.329918,13.3269,13.32089,13.329918
0.453596,9298340.0,0.368169,6715350.0,-3.170577045022194e-08,-3.170577045022194e-08,4693288915.683228,0.86565,55.866798,71.316763,3.37784,55.584953,70.352139,0.009035,0.009035,0.009035,54.7887,54.788751,54.788795,54.7887,54.788751,54.788795
0.643046,529654.0,0.352717,4780480.0,-3.170577045022194e-08,-3.170577045022194e-08,6707844764.817621,6.4182,72.989451,74.462786,13.6598,71.724386,73.577367,0.233157,0.233157,0.233157,87.8652,87.865903,87.865913,58.5768,58.577269,58.577275
0.237569,6253650.0,0.100147,1521980.0,-3.170577045022194e-08,1667903931.5155358,3014108540.879941,9.02593,15.189529,14.993515,0.939933,5.845629,5.8076,0.22595,0.224132,0.226505,5.80954,5.8076,5.845629,5.80954,5.8076,5.845629
0.240994,4242770.0,0.226797,7829860.0,-3.170577045022194e-08,-3.170577045022194e-08,2259473036.7016277,3.13907,27.621302,67.771881,3.03467,26.881545,67.122286,0.243303,0.243303,0.243303,87.3733,87.373318,87.373311,58.248867,58.248879,58.248874
0.428802,2803370.0,0.311005,1882300.0,-3.170577045022194e-08,-3.170577045022194e-08,5621388866.355449,2.60109,59.327071,65.227394,2.4488,55.071569,60.170969,0.226392,0.226386,0.226388,39.1296,39.129147,39.129511,39.1296,39.129147,39.129511
0.772179,9159520.0,0.71323,9449850.0,-3.170577045022194e-08,-3.170577045022194e-08,4687315146.792069,9.02265,33.51603,33.426321,13.6691,36.557959,36.68286,0.207915,0.207773,0.207831,25.4962,25.48492,25.49013,25.4962,25.48492,25.49013
0.70913,9212820.0,0.663895,6948570.0,-3.170577045022194e-08,-3.170577045022194e-08,5927358984.968635,1.19655,60.710483,66.481434,3.89763,65.418695,71.524777,0.074521,0.074521,0.074521,75.3471,75.347327,75.347296,75.3471,75.347327,75.347296
0.583951,6595210.0,0.511944,9750380.0,-3.170577045022194e-08,-3.170577045022194e-08,6111585532.482865,5.58633,59.683668,61.670993,0.976122,62.265843,65.635629,0.044313,0.044309,0.044309,32.1976,32.196527,32.196805,32.1976,32.196527,32.196805
0.862737,7726870.0,0.638389,9131400.0,6700621433.100824,-3.170577045022194e-08,1471423626.7787762,8.09832,22.362511,21.466143,1.0261,25.076796,31.930093,0.210647,0.21025,0.210622,21.4934,21.466143,21.494491,21.4934,21.466143,21.494491
0.154057,4855950.0,0.126324,8244710.0,-3.170577045022194e-08,-3.170577045022194e-08,3422839714.7917457,2.51396,37.054525,65.467205,0.830057,28.244549,61.376713,0.145507,0.145507,0.145507,93.4159,93.415905,93.415904,93.4159,93.415905,93.415904
0.827709,9224490.0,0.48763,8371580.0,-3.170577045022194e-08,-3.170577045022194e-08,2777761080.5163794,12.7765,36.770058,58.753585,7.33698,45.858219,75.22108,0.231935,0.231933,0.231936,58.2341,58.234264,58.234384,38.822733,38.822843,38.822923
