KIC,p_orb,class,p_acf,h_p,p_1_min,p_1_max,p_2_min,p_2_max,h_1_min,h_1_max,h_2_min,h_2_max,notes
3120320,10.265613400000001,sp,13.26142385208732,0.7815157377373001,12.473302007689021,13.670411985018726,14.388961892247044,14.617053228766892,0.02835229342449956,0.03183110623730557,0.030840733468074682,0.04344678086340293,
3122985,0.9934885,sp,1.4712211191072129,1.4164088442644376,1.4533870887462048,1.4654220616280236,1.4969752896544657,1.5041725333974385,0.020231031867980632,0.042827834928463836,0.09155414864198758,0.05636138661704055,
3128793,24.6793813,sp,66.3070342508945,0.9860175872961832,,,,,,,,,
3222471,618.42,sp,28.259677165428,0.7240774152255359,25.36924413553432,29.268292682926827,33.270034181541966,,0.045672958450225065,0.06930482210235347,0.025090380529306875,,
3230787,17.734052300000005,sp,12.158002045180185,0.6680628198856371,11.873136351314717,12.962414915655518,,,0.08892688608786363,0.03751984164894392,,,
3231120,3.90009,sp,3.8210667847670265,0.7363023581222133,3.799939270376957,3.835712409142657,,,0.2208535446606888,0.06821030912477659,,,
3241344,3.9126782999999996,sp,3.943689382569573,1.0661783755209675,3.93654788118456,3.9507509132729,,,0.16458516007667676,0.10076432047501448,,,
3241619,1.7033444,sp,1.675557758542709,0.9999367991928482,,,,,,,,,
3248019,2.6682217,sp,2.6154865697026253,0.17237798407570645,2.6104058644734494,2.6375214524433206,,,0.03470605212740703,0.02192264448732716,0.013316682390960118,0.013316682390960118,
3323289,33.693201200000004,sp,38.251697243191295,0.27654131732506315,29.317269076305227,37.38796414852752,,,0.030664547541091443,0.048539289032472434,,,
3335816,7.4220063,sp,8.153016386208037,0.9666456446724576,,,,,,,,,
3339538,14.6580139,sp,13.915298324536707,1.0540162629221277,13.564571074636106,14.460217893694287,,,0.06793639014758412,0.11157563794879316,,,
3344427,0.6517851,sp,0.6538722123950721,0.4007694745534451,0.6507302143844063,0.6518924228668384,,,0.17465315500610035,0.28159847094041723,,,
3348093,7.96442,sp,8.234705942857545,1.4121368257341511,8.184621134261421,8.457231125699941,,,0.3937365248218772,0.19761753142528468,,,
3351945,1.0805381,sp,1.0829805809007669,1.2038851368279646,1.078246741257708,1.0842523485945563,,,0.1943895545382565,0.1270705021926194,,,
3427776,4.0166817,sp,4.025419990979572,1.5111988089657284,,,,,,,,,
3433668,15.0217983,sp,8.827323247678578,1.3871695415220409,8.623744831659774,9.103190273303543,,,0.07289312569426856,0.06258434981700328,,,
3443790,1.6657838,sp,5.210575895216606,0.4507922773558957,4.811072056239016,4.96936691626957,5.177917011467076,5.288896938960333,0.004808575091760886,0.00714145995851075,0.006564897305981508,0.012492618194020215,
3449540,3.2120062000000003,sp,3.1876441417553,0.37262138131915457,3.233904311872416,3.244083990667704,,,0.032263696207589905,0.06034217185212432,0.01574374665214413,0.01574374665214413,
3458919,0.8920610000000001,sp,0.8990772856923286,0.5763031789346926,0.8888618306900857,0.8955406980310373,,,0.07735787404683743,0.04869958000334084,,,
3459199,3.1410343,sp,11.299779350836616,0.8849803707034588,11.212082426724688,11.628833134209481,,,0.1367652491162459,0.3495778579158538,,,
3530668,1.9462005,sp,1.9616222467739133,0.5112187739358043,1.9368532767312283,1.9456722119805436,2.036830357142857,2.042291282959924,0.06687420460293889,0.0227743376746556,0.027104195520269214,0.08801056285225893,
3542573,6.9427958,sp,7.233499778900295,1.1759064120603746,7.100016210082671,7.462940875788036,,,0.04988369513377506,0.04154171974399557,,,
3543270,4.1769294000000015,sp,4.107156384296104,1.5236338948251769,4.076693968726731,4.092884175115638,4.185779816513762,,0.3078306649128885,0.2562514895196549,0.16358855942080916,,
3544694,3.8457,sp,4.045835246288334,1.069321856749883,,,,,,,,,
3547091,3.3055782,sp,3.289806207932997,1.6916595623158317,3.2031592803861346,3.2321145260672255,3.4074996110160263,3.4181364132979546,0.12300059810982485,0.10330537716973333,0.07248082776412873,0.2353486285359023,
3547315,1.2847,sp,1.2873239984073734,1.0541711555290272,1.2813949066015242,1.284118561083585,,,0.31341991286658866,0.15419655517051864,,,
3558981,2.9878584999999998,sp,3.4532748590572737,1.052880411109638,3.4028667987414063,3.413474652223045,3.5375358397609333,3.5533200827485496,0.17106866006224614,0.21411460398142887,0.048925279606035335,0.15389658161557976,
3654950,8.1347246,sp,8.827364837110508,0.9669544714236412,8.832425892317001,9.17950330084879,,,0.15103516142611634,0.11990763478630125,,,
3656322,3.6636036,sp,3.616749879147392,1.2466645660554152,,,,,,,,,
3659940,0.8962698,sp,0.8990772834513336,1.2652590475092331,0.8881408859103949,0.8903072373034667,0.895357632003925,0.9004656517582724,0.0656432400187241,0.10449150380363437,0.07547055192174716,0.06286400498104823,
3662635,0.9393754999999999,sp,0.93994434952765,0.9563884472615642,0.9289206069796296,0.9347190507693294,0.9380722401293596,0.9442402423118796,0.045456498768999376,0.07525277579979972,0.038271397606273065,0.04312786246820876,
3734868,10.328036,sp,10.298506879771594,0.9850907719717246,9.773513332589534,10.443490701001432,11.35009069707178,11.945997545342973,0.03346103073599318,0.03327276752045965,0.02528656154641137,0.06262813112647429,
3749508,1.0657337,sp,1.0625489706144435,1.4349789616964534,1.0615222422839694,1.0658490290553366,,,0.09124508762746264,0.2489603036798587,,,
3834364,2.9084548999999997,sp,2.9220057825441472,1.5626920691358517,2.8979753870583567,2.92311799252536,,,0.19750735239982206,0.1449461938009297,,,
3838496,5.9803964999999994,sp,5.803116874798434,1.1984545647601133,5.6798288270764425,5.7412504915454186,5.852485301977552,6.050559469539992,0.16800892484079802,0.06470160709071164,0.08247116760390394,0.11732446979216778,
3848919,1.0472603,sp,1.042114294774365,0.7473633142036763,1.040342980653896,1.0426337213454258,1.0473708123101941,1.0484363218555888,0.05294221541752541,0.06026007838463704,0.10962450761720396,0.04886490247141068,
3848972,0.7410574000000001,sp,21.57790126441978,0.6660174730211613,20.62146892655367,24.31307243963364,,,0.03493780777031874,0.04203018188853136,,,
3852655,11.629058,sp,21.782253094832416,0.4459086800162452,16.739919740110842,17.049435578045937,18.37248322147651,22.854161231411428,0.008292833093434572,0.00668788201859259,0.017062683629508215,0.03424727212467831,
3861595,3.8493669,sp,5.660111876495647,1.1315192795073186,,,,,,,,,
3862246,4.7024935,sp,5.333165618380008,1.3799048832222185,,,,,,,,,
3865298,9.530634599999999,sp,8.991190274246037,1.2459762414521216,,,,,,,,,
3953106,13.174370000000001,sp,14.855220259141786,1.431705978747296,,,,,,,,,
3954227,0.594276,sp,0.5925771785550751,0.8514129785312875,,,,,,,,,
3955867,33.6599615,sp,33.225083665594866,1.52012568505682,,,,,,,,,
3957477,0.9790521999999999,sp,0.9808140965178608,0.8815320826043261,0.9692624311226188,0.9721127917170664,0.9984840367934528,0.9994523548740418,0.06159597457904543,0.10796430665526137,0.025579370076819586,0.03305070250875152,
3964545,3.0124754,sp,2.983290124917404,1.0320351159466512,,,,,,,,,
3965242,0.9967235999999999,sp,1.0012455330579542,1.1625338454406249,0.9923759246881834,0.994177930611828,0.9958166606038562,0.999566398137794,0.16673292813699678,0.07670653875172354,0.0638865331131085,0.07256023672458489,
3970233,8.2549143,sp,6.048337175510824,1.333716290966264,,,,,,,,,
3973002,3.9841974000000002,sp,3.964111150824464,0.4910992278609338,3.932130352814436,4.088109016240433,,,0.08757474986527455,0.032665491900826696,,,
3973504,4.3187277,sp,4.43406894459622,1.1780637791080817,4.263188631496982,4.294538680262772,4.939942480121807,,0.21502911399278776,0.07281516684567704,0.18679891264487566,,
4035675,2.8736622000000005,sp,2.8607038373593237,0.4844141436149273,,,,,,,,,
4037163,0.635444,sp,0.6334387129754759,0.5995381833720129,,,,,,,,,
4037428,4.2647283,sp,4.270624152326492,1.3588588712962977,4.188782097260076,4.316759473710147,,,0.04653263746512935,0.08199369919974883,,,
4044005,17.5119471,sp,11.831065287231464,0.8148108073028963,11.552156138731373,12.810763381105586,13.821394761754501,14.179346066688248,0.03872314706271539,0.030324395391370124,0.016864552156513855,0.014326832075566075,
4049124,4.8044707,sp,5.5988081540490375,1.2658276674605449,5.518805518805518,5.794417250959121,,,0.14755669337866542,0.046890952267518216,,,
4069063,0.5042960999999999,sp,0.5108398283482529,0.21736794503287835,,,,,,,,,
4075064,61.4228063,sp,23.396427482075524,0.3985560106839973,20.47685834502104,24.655220940050665,,,0.04890025749786471,0.16229668132464528,,,
4078693,2.7565307999999997,sp,2.5541970021549787,0.3788383327489256,2.807872299506379,2.825533012934232,,,0.04040320506196392,0.11766167192667132,0.07234560517024534,0.07234560517024534,
4149684,4.3208494,sp,4.250181802548468,0.5828503036473642,4.218027734976888,4.348905326912574,,,0.055523108301791586,0.0307193839996811,0.005624632769891953,0.005624632769891953,
4159347,12.283555300000002,sp,4.720167435272742,0.5897371905229897,4.514765757872494,4.641551422667303,4.729255520164122,4.926052971939492,0.010362040670551185,0.01064330857481521,0.01696156081799053,0.008047973551901563,
4174507,3.891825,sp,3.9436783296405338,1.1388472130677163,3.9206910441749083,3.9623665641396784,,,0.2516884237867115,0.2363569685817061,,,
4178389,23.210523300000002,sp,13.813084124791205,1.0797500125847916,13.81049976351884,14.318404707420726,,,0.2376228527092957,0.11270350911866993,,,
4247991,104.35,sp,12.811971539609658,1.090592396161951,,,,,,,,,
4252226,21.8589584,sp,12.280596330121625,0.8316530140216509,11.889250814332248,12.644341801385682,,,0.03815548941614896,0.12127592840372335,,,
4252322,14.591516500000001,sp,17.348127686942462,0.6843789757642535,13.512262841277185,15.387317758650974,16.58148779102783,21.61361954108068,0.011604955908334965,0.02596227521524316,0.03398849475817541,0.019387072955490726,
4263529,10.1040158,sp,15.71345075609861,1.4656531820021108,15.803716399061878,16.035145524437123,,,0.5009362739140244,0.17233477341976994,,,
4275739,4.343656299999999,sp,4.311509692030088,1.0986065387945958,4.248714715297314,4.31569612769731,,,0.0735491376549733,0.23767224012816002,,,
4276114,3.7224071000000003,sp,3.780200257024262,1.49212045468747,,,,,,,,,
4285087,4.4860312,sp,4.5158135856618165,0.6001181864278519,4.524092341062853,4.572502348888193,4.639093364401843,4.7471955779548045,0.05628938878122431,0.03135163037981298,0.04064850693133813,0.032273578654883214,
4346875,4.6942191,sp,4.924498778942507,1.431402450098497,4.758800521512387,4.867207467496389,5.093615536690313,,0.06817436863827506,0.05904329346584105,0.10134228837897202,,
4352168,10.6437482,sp,10.502872435725292,1.3873759406841482,10.188415910676904,10.784193032130986,,,0.0578782979155239,0.15085104150129286,,,
4357272,2.0859499,sp,2.0637944350601174,1.4224736234162418,2.047542248089194,2.061030986048044,2.0751901073129133,2.1008201832222166,0.1388737093380593,0.06895993109717581,0.02033703996498913,0.04156859458700301,
4358206,0.9511619,sp,0.9603796429655632,1.2776711284249065,,,,,,,,,
4366923,646.29,sp,3.575885521422607,0.2861407159309808,3.635156444518216,3.6510648939273964,,,0.09000138468886047,0.034256721244113573,,,
4367544,2.3912218999999997,sp,12.934483539720533,1.1539287119675954,,,,,,,,,
4380283,1.7447194,sp,1.7368536794492684,0.6707571248456049,1.7330062514837383,1.7355813999564127,,,0.25328478932567305,0.1176372350786701,,,
4386047,2.90069,sp,2.9423907319433056,0.9429543169041132,,,,,,,,,
4454219,2.451466,sp,2.2886639871867374,0.5294608003520145,,,,,,,,,
4455763,0.7662979999999999,sp,0.7560414642211981,1.3043658885913076,0.7641778545445029,0.7658145959366368,,,0.2956810213285677,0.28138445132831386,,,
4456622,1.5028164,sp,5.721399721223861,1.350511766523945,5.472263868065967,5.592798314499137,,,0.15645408511664338,0.09881812674998,,,
4473933,103.5926245,sp,67.04267137689021,0.6343163136821416,68.27747466874514,72.21764220939818,,,0.2714489198932093,0.2642045410707305,,,
4480676,1.4239338,sp,1.4099159095421785,0.7435645397588454,1.4205098268145553,1.4222395402074912,,,0.10410233240214056,0.20655655097351894,,,
4484356,1.1441593,sp,1.1442791423760357,0.8831063907859442,,,,,,,,,
4540632,31.005399100000005,sp,9.419734233815689,1.0930765571473893,9.360974567215218,9.676350381089142,,,0.13446740660308915,0.10839033532144382,,,
4547480,4.4269474,sp,4.597561231639703,1.4617046801647031,4.3082673486450584,4.353227649952791,4.549940269048979,4.776965863234816,0.04599670399481859,0.07878132069935001,0.06700062714557525,0.027720790128897898,
4569590,41.3701999,sp,41.03064414300025,1.3416439980830963,,,,,,,,,
4579321,2.1123950000000002,sp,2.104668737771135,0.7654987154913547,2.087055964548638,2.1165555233400988,,,0.07769696114169868,0.09555353843137064,,,
4639868,53.1009652,sp,17.920277820143387,0.3868385824764739,16.723940435280642,17.812118747458317,19.78319783197832,20.124052377670573,0.01489449450451176,0.0333898268501897,0.038190531448990366,0.026435639869155158,
4678171,15.2887092,sp,23.37606650358066,0.3151781610145305,20.28716998610468,25.666569000878997,33.71824480369515,36.60676974508984,0.017417610855701354,0.009899917299778255,0.006407593783749905,0.02024129655990856,
4679687,1.0279026,sp,1.0216840075372602,1.173190507679248,1.026145628338487,1.0288573341319898,,,0.10604270404034068,0.16438639906747085,,,
4737267,9.5240765,sp,9.276857677963562,1.3547799348448393,,,,,,,,,
4743508,2.0860790000000002,sp,2.084225822822191,1.2200612949690648,2.072244695195515,2.076665955479696,,,0.3424488110965179,0.15069692374243954,,,
4751083,4.532369999999999,sp,4.577072629705072,1.0390704926233345,4.407990741206662,4.5405069196081485,5.232037269306579,5.298493921248412,0.04485215135268365,0.08878688062900232,0.1490763528404252,0.05535762666671976,
4753988,7.3044259999999985,sp,6.048342464957386,0.12735472766677666,,,,,,,,,b
4757331,2.3620885,sp,2.3498616440338083,1.3638121219150907,2.346135304515508,2.38218257961004,,,0.1697501047343331,0.0911724899493561,,,
4773155,25.7060003,sp,20.31103641178197,0.29799670413926244,18.989811402557986,21.017274472168907,21.774794929157352,30.17568033069239,0.017682154057687582,0.017557402058985074,0.008298358070710297,0.01863119827165601,
4815612,3.8568,sp,3.677935074592824,0.09955623953300384,3.701981997210836,3.785161819988765,3.8988784048424425,,0.05766044779734621,0.024433574704866595,0.0600672634297092,,
4832197,1.8954654999999998,sp,1.920760452048853,1.4591917512156465,,,,,,,,,
4839180,8.8526867,sp,11.544995248841591,0.0260172326084028,11.028578622686641,12.376377507770554,,,0.02023289838441301,0.05113483224143487,0.03530964966695265,0.03530964966695265,
4840263,1.9156478,sp,1.90032479988804,0.8223105343453532,1.8825349751789051,1.8918860548992504,1.9112866275391096,1.923034706825017,0.1277186567559562,0.06984754082374778,0.021590695276012768,0.030023537825205438,
4840327,26.7371326,sp,23.9890716828304,0.4743403735850422,,,,,,,,,b
4840818,10.0495365,sp,13.097937526938038,0.6818444771764229,12.644341801385682,13.734713076199435,,,0.05374961991223925,0.14302806435316653,,,
4847843,30.9597261,sp,17.062034033297095,0.7441776857772369,16.318926974664684,17.775974025974023,,,0.05461415154226739,0.09337515932658537,,,
4862625,20.0002491,sp,2.6155040478333835,0.9068250214007036,,,,,,,,,
4902030,1.7576060000000002,sp,1.7572612470248714,0.6065790332234497,1.7378193937470243,1.7589301849286192,,,0.050432640849569166,0.1290331559524812,,,
4908495,3.1203152999999997,sp,3.0854741804650985,1.4955013501597492,,,,,,,,,
4912589,68.3766074,sp,11.075020855176263,1.2954581547627846,11.007790902236742,11.14078595955742,,,0.09570140620449666,0.2300690491582258,,,
4912991,4.442517400000002,sp,4.209330353769474,1.2102940316884867,4.140277909065129,4.228207355922386,4.29664508534432,4.354309573516255,0.02747756466417857,0.03125036797514455,0.07208261895902679,0.04262785646034877,
4929299,0.8687195,sp,23.764420317311306,0.4361588578524115,21.96589769307924,29.02584493041749,,,0.0471473028276483,0.03832255811934748,,,
4931073,26.9512358,sp,26.68629072548356,0.010765947967093473,,,,,,,,,b
4935914,3.4863333,sp,3.4737230435712263,1.02084454878775,3.354008729611761,3.4497696215492457,3.536107859363016,3.609691775177189,0.02790331722352529,0.058519238251484876,0.08931655181311693,0.03773217091427231,
4940201,8.816628300000003,sp,10.64588370196725,0.4665421712198333,10.296191819464033,11.04944500504541,,,0.08068357493275591,0.03925420519989846,,,
4946584,0.45397170000000003,sp,2.3294324971502647,0.8529176418470084,2.2671980951395,2.3590876040179896,2.3854260272853525,2.3909602052513783,0.008853717882994034,0.012219123137700778,0.014506170666414228,0.01273685108259098,
4947726,4.7260862,sp,4.495397069986211,1.0249943589627757,4.401346530673768,4.607373902067007,,,0.029465883989548733,0.030228253505036818,,,
4948863,8.643590300000001,sp,8.439086897706147,0.5619527287446651,,,,,,,,,
4990977,2.649025,sp,2.6358925238018847,1.3140426040378037,,,,,,,,,
5014753,3.1706263999999997,sp,3.6371818986954167,1.6730681355351045,3.6216305606085664,3.687955205658232,,,0.1937133302008099,0.22469604627869894,,,
5016163,5.2456595,sp,5.1492660858202735,0.2527711447031524,5.213354758078914,5.324256974411961,,,0.04422018213757526,0.03650349732984775,0.014864463336923331,0.014864463336923331,
5021174,4.045054,sp,4.270564408041538,0.9614772035183896,4.16984006092917,4.215997689864279,,,0.17137812787645032,0.1950916481982562,,,
5022440,3.6939502999999996,sp,3.821077856002377,1.3089666267869575,3.603010734997738,3.734333702787962,4.0003653301671385,4.1363679289829065,0.015586374957112684,0.021977090272121042,0.04464124337645964,0.04160358572645871,
5023948,3.6492928,sp,3.555412571193301,0.2631059096458152,3.592667022105565,3.6556357718148815,,,0.07986562448494282,0.031077512649812688,,,
5024292,4.3010324,sp,2.2681289606262003,0.049291737212658886,3.07659888315246,3.1366370667430536,,,0.03756917404980577,0.04877666083164832,0.052092380216254335,0.052092380216254335,b
5024450,3.0518511000000004,sp,2.9833142256175047,0.4626841951301869,2.9742301293586384,2.9976388461143624,,,0.14418155492611995,0.14828163556511573,,,
5025294,5.4626904000000005,sp,3.4328394703043164,1.0126960720543083,,,,,,,,,
5036538,2.1220164,sp,2.1250971970148385,1.2371132123533302,,,,,,,,,
5039441,2.1513832,sp,2.1863992361468263,0.6372445585887939,,,,,,,,,
5077629,7.919369500000001,sp,12.05562687537167,1.1467760510619829,11.978668125256393,12.358916478555305,,,0.4007411676468007,0.12298721233030932,,,
5080652,4.1443566,sp,4.536187198595144,0.8515524385980834,4.692521962716948,4.749769560266769,,,0.33325281437870197,0.111997753738373,,,
5091614,21.1424579,sp,21.12835118225485,0.5204848537708626,20.100963744837077,22.32984960489421,,,0.02788488454926941,0.044241739879692696,,,
5098444,26.9489863,sp,23.49865231117293,1.5840988060876475,,,,,,,,,
5103998,174.77016559999996,sp,4.0458520383836,0.9625305589756794,3.933013065146141,3.948080043266631,,,0.244121814811372,0.11266188456420832,,,
5113053,3.1850998,sp,3.1467733779209084,0.2291572126005605,3.0578050823792235,3.191489361702128,3.2476921365810254,3.297199638663053,0.05020412835376839,0.0831840867402979,0.017593071212214716,0.02980401954292437,
5122112,3.05517,sp,3.1876453409349783,1.0552471879401522,3.2049171331357704,3.2416830107686043,,,0.03876362775563046,0.035576388578573495,,,
5130740,210.302519,sp,5.680547111551277,1.2850943235965069,5.520544492059488,5.959994557082598,,,0.03576938658374136,0.03375912141615866,,,
5181455,5.5796309,sp,5.8440124640474105,1.2100340580397866,5.475684460557568,5.58922988579085,5.7224980402403975,6.222474783349908,0.02045946315161013,0.049628309670280105,0.02730285931649724,0.02918077928264777,
5181804,4.3505,sp,4.352338537148172,1.3691191573053718,4.324217593049658,4.487015315269171,,,0.21696056492616272,0.0694924631242048,,,
5193386,21.378293600000006,sp,25.76675962068839,1.2283434615843132,25.55425904317386,27.34935997502341,,,0.41805979495624856,0.14016851928829094,,,
5211470,4.8085954000000015,sp,4.822329241695115,0.29833440814049955,,,,,,,,,b
5216727,1.5130232,sp,1.512089001829736,0.9481713977013436,1.5009509449479979,1.5130056305917303,,,0.06579442168420205,0.04699408284766195,,,
5269407,0.9588711,sp,0.9603797417948954,0.6032189915246665,0.9497170363624536,0.9541652143604044,0.9571887497541468,0.9627643205697456,0.03212274950478579,0.04137841368496025,0.018989540169049014,0.01810506696170055,
5282049,5.910377099999999,sp,8.745627836557105,1.1419491297632736,8.535515931014322,8.981851737926789,,,0.06927752748997326,0.14416834436941078,,,
5288543,3.4570754999999997,sp,3.3715374887106013,0.052750266115047566,3.4531693472090823,3.464778705058735,,,0.024469902821541302,0.009050844582201234,0.012114263150092754,0.012114263150092754,
5300878,1.2794431999999998,sp,1.2668848746689036,1.1168635799813909,1.2740335670031124,1.279056185025114,,,0.11758717206824736,0.3608897644755838,,,
5308778,40.5654998,sp,39.130151151657635,1.1262415978026834,,,,,,,,,
5343976,4.3313919,sp,4.413590612355621,1.1887765280517246,,,,,,,,,
5347784,9.584058800000001,sp,10.318974056572188,1.256126309093927,10.11197044903613,10.278071101724743,11.14078595955742,11.262535356132682,0.15940350807828452,0.11760030672679013,0.0986798426381398,0.03867039495052823,
5356593,45.9778676,sp,8.725151476042809,1.4927720725922389,,,,,,,,,
5359678,6.2306099999999995,sp,6.211819673888385,0.5269527489526484,6.235763097949888,6.390428946600525,,,0.09249014011339007,0.04393908400464033,,,
5369827,3.606928,sp,12.301030911432465,0.6992753061666358,,,,,,,,,
5370302,3.9043269,sp,4.0049822677101465,0.7948780229102501,3.889357545620033,4.071956491423791,,,0.04987898822459832,0.06098787273114248,,,
5372966,9.2863571,sp,19.922739230969448,0.5186734464342624,17.474566128067025,19.918144611186896,21.22093023255814,23.817292006525282,0.033438236454329105,0.028369669505126018,0.008466330268973936,0.0069724989956427355,
5376836,3.4794252,sp,3.616740977566224,1.4535151862209132,,,,,,,,,
5384713,60.3268036,sp,20.31102304648812,1.4454200603419534,,,,,,,,,
5384802,6.0830927,sp,7.519574310223106,1.1919426679268503,,,,,,,,,
5393558,10.217103300000002,sp,9.542503650940489,1.087726369846152,9.4366045459442,9.917355371900827,,,0.0469511334820076,0.06691295570879703,,,
5450814,6.4875324999999995,sp,6.702225209883182,1.5186735452313749,,,,,,,,,
5462901,5.2707264,sp,5.946146637259518,1.3778893462211823,5.9117289782696725,6.006994445587328,,,0.3496164876828453,0.1471263211728219,,,
5527172,3.1839666,sp,3.1875337434466933,1.000107800679005,3.12210421270226,3.174718225636937,3.1938165378445382,3.2392855822209072,0.11454266686685866,0.14803918197024102,0.07802392949276411,0.14489214255172675,
5530881,5.0825222000000005,sp,5.6396772143634735,0.33376308961949314,,,,,,,,,
5534814,9.7187752,sp,12.178434794768693,0.9742741536144364,12.153163152053276,12.526812526812526,,,0.12566894459728034,0.05724965026800154,,,
