Pri_dMass,Pri_dTidaLQ,Sec_dMass,Sec_dTidalQ,Pri_LockTime,Sec_LockTime,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal,Sec_ProtInitial,Sec_ProtAge,Sec_ProtFinal,Initial_Ecc,Final_Ecc,Age_Ecc,Initial_Porb,Final_Porb,Age_Porb
0.478753,1242640.0,0.471441,1180240.0,-3.170577045022194e-08,-3.170577045022194e-08,4418842826.410328,8.09225,59.902482,77.358592,1.0061,55.174605,73.578072,0.109859,0.109859,0.109859,95.496,95.496233,95.496166
0.669745,595269.0,0.344758,180268.0,5004527584.020291,4543421052.631579,4844693086.414209,1.58897,61.227744,63.260227,3.36142,63.261718,63.260227,0.029649,0.029648,0.029649,63.2594,63.260227,63.261718
0.630226,880444.0,0.237019,388797.0,2245534242.232086,2987372859.8604946,4395603150.415161,13.3917,42.916932,42.910362,8.01317,42.916932,42.910362,0.179296,0.179267,0.179284,42.9205,42.910362,42.916932
0.464755,95315.7,0.19362,37908.6,7001746987.951807,6956322130.627774,4466685715.973317,2.68602,59.311926,81.735681,1.53212,50.078149,81.735681,0.028224,0.028224,0.028225,81.7332,81.735681,81.734926
0.873588,17841.9,0.833784,65003000.0,430729549.7780596,4025342422.3208623,2818478028.0205927,3.70004,42.731583,42.727377,0.879939,34.511717,42.727377,0.007678,0.007383,0.007591,42.6854,42.727377,42.731583
0.622837,241173.0,0.379005,16698700.0,-3.170577045022194e-08,-3.170577045022194e-08,6006151241.933308,7.37637,73.803159,81.393747,1.65594,63.149095,69.512824,0.032004,0.032004,0.032004,93.3808,93.382059,93.381883
0.813936,756508.0,0.709168,14867.5,-3.170577045022194e-08,2743045022.1940393,1390698849.5725956,2.15963,23.741382,62.418862,3.64746,33.54367,99.646397,0.159639,0.15959,0.159654,99.6368,99.646397,99.64438
0.70242,698410.0,0.512166,120349.0,-3.170577045022194e-08,4423709575.142676,1491162041.1237369,10.9817,30.619095,75.064156,8.17252,32.604101,78.154833,0.019017,0.019016,0.019017,78.1523,78.154833,78.153264
0.11167,11988.9,0.110517,2311760.0,3552019657.577679,4836382371.59163,1819043253.170387,8.32225,19.4133,52.977175,5.57541,12.268025,52.977175,0.160317,0.160322,0.160332,52.9737,52.977175,52.977788
0.653557,31703400.0,0.257687,144488.0,255550158.52885225,89950.88776157261,6272245406.905086,3.76945,3.199513,3.091456,1.76282,3.199513,3.091456,0.045826,1.361042e-05,4.836575e-05,3.96725,3.091455,3.199513
0.244399,332351.0,0.199802,28389.6,2284243500.3170576,2598988902.9803424,3141431349.174388,3.72059,29.943013,29.934688,0.915147,29.943013,29.934688,0.275816,0.275859,0.275871,44.9052,44.902032,44.914519
0.480017,2317240.0,0.115664,2953050.0,-3.170577045022194e-08,-3.170577045022194e-08,1759478489.0814333,2.08075,29.533965,74.539626,13.4423,22.733829,70.682162,0.043278,0.043278,0.043278,87.3615,87.361547,87.361515
0.488233,956001.0,0.455668,197428.0,1317365250.4755867,1777180722.8915663,6939800489.224347,11.9065,30.950728,30.950494,1.73823,30.950728,30.950494,0.25784,0.257846,0.257846,46.4512,46.42574,46.426092
0.503179,1361940.0,0.40155,78584.9,4708316423.589093,3640757767.91376,3415198391.780724,6.76794,52.575014,64.060892,5.59954,59.176163,64.060892,0.039907,0.039905,0.039908,64.0601,64.060891,64.062546
0.264649,262700.0,0.16229,33000.8,2850318008.877616,2389940076.093849,3555052151.3001676,1.89893,35.262728,35.256354,2.97084,35.262728,35.256354,0.171499,0.171476,0.171537,35.2523,35.256354,35.262728
0.184454,86373500.0,0.175681,13275.4,4069961953.07546,1891119213.6968927,4827951339.594488,1.45382,42.107135,42.105573,8.82672,42.107135,42.105573,0.023418,0.023414,0.023419,42.098,42.105573,42.107135
0.753206,2897110.0,0.736412,320241.0,4957736207.989854,2917328788.8395686,1282302408.269897,1.98687,23.639413,55.948858,5.36237,27.678235,55.948858,0.111825,0.111797,0.111831,55.9471,55.948857,55.949396
0.605972,813080.0,0.310952,3682660.0,-3.170577045022194e-08,-3.170577045022194e-08,5642829217.192796,0.852421,66.409736,75.604518,4.76059,62.340061,71.338022,0.074461,0.074461,0.074461,80.4347,80.435242,80.435149
0.374725,28714000.0,0.176886,84011.4,1337207038.68104,7984641.724793913,3315810523.043229,1.24218,10.359073,10.234688,2.34878,10.359073,10.234688,0.084555,0.080151,0.082388,10.3528,10.234688,10.359071
0.784906,518906.0,0.497642,85627600.0,1552228281.5472417,1554022194.0393152,3348941639.0590367,0.902709,32.371603,32.357732,7.84219,32.371603,32.357732,0.135904,0.135609,0.135822,32.3695,32.357732,32.371603
0.120912,11307.2,0.100022,10374500.0,-3.170577045022194e-08,-3.170577045022194e-08,5724861291.298103,1.2073,56.500098,67.703205,3.1887,57.511877,66.98179,0.182822,0.182824,0.182824,94.381,94.382119,94.382054
0.137345,38364200.0,0.118431,42506400.0,10057133.798351299,1545069435.637286,2530301060.4539394,13.5683,5.969982,5.927255,3.73139,5.969982,5.927255,0.082995,0.082896,0.082957,5.97485,5.927255,5.969982
0.665095,612771.0,0.593103,3156040.0,1657740646.797717,1952820862.3969562,1439726132.969665,5.34373,32.215433,35.447827,1.63576,27.862513,35.447827,0.219684,0.219474,0.219691,35.4634,35.447827,35.467724
0.538273,8008770.0,0.133201,8627620.0,-3.170577045022194e-08,-3.170577045022194e-08,4388324538.270063,6.93545,60.156629,77.388983,11.7567,52.100935,69.72177,0.089114,0.089115,0.089115,97.0177,97.017714,97.01771
0.684655,14100.6,0.494117,38382.0,544854787.5713379,1285833227.6474319,1068667095.7605859,4.80109,40.289306,40.275489,1.68053,21.183118,40.275489,0.035271,0.034338,0.035276,40.2292,40.275489,40.289306
0.269628,7125530.0,0.165054,20052.7,5670282181.357007,5497327203.551046,2409963688.6448402,4.91815,33.063195,61.98498,1.47463,20.775863,61.98498,0.241798,0.241801,0.2418,92.977,92.977469,92.977899
0.321992,37558.9,0.302159,2734930.0,9278836.398224477,1540315472.4159796,5871421890.370958,4.33723,11.626693,11.558231,1.21717,11.626693,11.558231,0.208412,0.157981,0.165353,11.9238,11.55823,11.62669
0.438438,35005.8,0.185613,158018.0,3937194039.3151555,5379876347.495244,6700248562.319231,3.14887,60.384072,60.383687,5.04282,60.384072,60.383687,0.191168,0.191138,0.191142,60.3808,60.383687,60.384072
0.984663,1173860.0,0.103484,279645.0,261881578.9473684,1165107.7996195308,3413162027.686735,5.18801,7.592399,6.81408,9.69331,7.592399,6.81408,0.248344,0.242474,0.246928,12.11,10.22112,11.388597
0.945457,1228090.0,0.334981,29211800.0,-3.170577045022194e-08,5922035510.462904,1791660203.0521922,2.41839,24.31187,53.155796,4.4838,26.666334,64.685234,0.268701,0.268704,0.268702,97.0265,97.027851,97.026801
0.689883,169641.0,0.624683,161834.0,-3.170577045022194e-08,-3.170577045022194e-08,1784358199.9445379,6.04329,33.6724,84.858609,9.00309,36.771365,93.336646,0.105457,0.105458,0.105459,95.9993,96.003701,96.000614
0.790941,15354.6,0.224161,1483600.0,4418655675.332911,-3.170577045022194e-08,1538405999.7747717,3.36434,28.106652,88.090055,2.4815,10.607756,66.92784,0.001685,0.001684,0.001685,88.071,88.090055,88.077933
0.29915,1764860.0,0.22875,6978410.0,1019462904.2485732,1366332276.4743183,3237306876.4052787,11.3018,18.508966,18.480516,7.47801,18.508966,18.480516,0.212452,0.21236,0.212439,18.5212,18.480516,18.508965
0.286266,20845.1,0.195817,19227300.0,2837194990.488269,5092656943.563728,5069996015.547787,3.35368,51.40803,51.406656,1.35211,50.747808,51.406656,0.05347,0.053461,0.053469,51.402,51.406656,51.40803
0.993019,1982900.0,0.23147,4223600.0,1245660.1141407737,64093.94419784401,4920068188.0430565,3.11352,0.14415,0.14415,2.57461,0.14415,0.14415,0.264646,0.0,0.0,4.01393,0.144103,0.144103
0.288834,86021.3,0.159526,33039.3,1833238110.3360813,2068108433.7349398,3761584924.288424,4.92449,30.756664,30.748507,2.6673,30.756664,30.748507,0.074863,0.07481,0.074883,30.7421,30.748507,30.756663
0.19723,21192.4,0.168061,582230.0,2528351.616994293,1043267.9137603043,1027119097.1799598,1.97038,9.935895,9.697962,13.6866,9.935895,9.697962,0.18518,0.125197,0.163542,9.85211,9.697962,9.935894
0.240005,416747.0,0.202148,43363.8,4336093849.080533,4318376664.552949,1654532721.2026327,11.2699,26.432374,55.198146,1.02588,5.218567,55.198146,0.026993,0.026993,0.026995,55.1968,55.198146,55.198452
0.796365,167622.0,0.219452,15021.3,3987032339.885859,2525157577.6791377,6358473786.599695,2.63179,54.37185,54.370827,2.70914,54.37185,54.370827,0.123448,0.1234,0.123412,54.3623,54.370827,54.37185
0.426089,41172300.0,0.355872,3293070.0,-3.170577045022194e-08,-3.170577045022194e-08,2395548512.0004935,1.59539,34.276259,71.121325,5.79705,36.331121,71.8496,0.16018,0.16018,0.16018,96.5027,96.502725,96.502712
0.550835,10137.9,0.218207,4095450.0,968046290.4248574,3341689917.5649967,3350586947.3657722,1.76662,36.37319,36.36056,1.31227,36.37319,36.36056,0.011404,0.011198,0.011341,36.315,36.36056,36.37319
0.107086,83555.1,0.101269,16618600.0,6508906150.919467,5426448953.709575,2514202315.961449,1.21899,8.614072,60.334146,9.22195,30.205897,60.334146,0.296647,0.296648,0.296647,90.5013,90.501219,90.501457
0.951481,822487.0,0.713684,553630.0,-3.170577045022194e-08,-3.170577045022194e-08,2538268842.230969,2.79338,29.695282,57.662698,7.5369,40.278047,72.744833,0.193469,0.193475,0.193471,97.8818,97.885195,97.882915
0.618213,948410.0,0.432591,710862.0,700546290.4248574,740088776.1572607,3460558859.8456283,2.31934,15.205327,15.13022,6.82715,15.205327,15.13022,0.261975,0.261867,0.262008,22.879,22.69533,22.807991
0.357305,1904720.0,0.15589,7954330.0,3807929613.1896005,3643253012.048193,4856093522.311022,0.974956,44.891841,44.888841,7.81288,44.891841,44.888841,0.194756,0.194755,0.194756,44.8931,44.888841,44.891841
0.376899,27858800.0,0.208133,639850.0,2769270767.279645,3201521876.981611,4709296832.984614,1.86612,37.14229,37.138312,2.18999,37.14229,37.138312,0.237836,0.237837,0.237837,55.718,55.707468,55.713434
0.329312,9319480.0,0.313953,28792.9,4458763474.952441,3288135700.697527,6180400201.598801,5.112,54.520176,54.519537,8.17936,54.520176,54.519537,0.278506,0.278512,0.278513,81.7799,81.779305,81.780265
0.361724,1840910.0,0.266386,161404.0,1538125554.850983,1229931832.593532,5947149413.197882,1.25279,15.584786,15.571196,3.80411,15.584786,15.571196,0.27187,0.271946,0.271964,23.4432,23.356793,23.377179
0.606285,25586500.0,0.432278,20608800.0,2199076093.8490806,2315997780.5960684,2699268569.77749,1.08213,36.909539,36.899351,3.72604,36.909539,36.899351,0.242035,0.242035,0.242035,55.3659,55.349022,55.364309
0.531648,41592.4,0.464287,342676.0,1649551680.405834,2852473367.152822,3712539877.6612883,3.03668,49.218693,49.211327,4.47091,49.218693,49.211327,0.144537,0.144342,0.144482,49.2089,49.211327,49.218693
0.846399,22814.6,0.163158,5402280.0,72589885.85922638,1087485415.345593,5956664740.176448,3.07472,10.920455,10.856025,8.84108,10.920455,10.856025,0.03372,0.00034,0.00081,10.806,10.856024,10.920455
0.879522,1399390.0,0.203756,103544.0,905705453.3925174,1357657260.621433,5533002337.051591,7.60171,19.709234,19.690339,4.89352,19.709234,19.690339,0.26395,0.263945,0.26397,29.6382,29.535508,29.563852
0.179517,246973.0,0.172772,78194.2,5315738744.45149,4925057070.38681,3556704061.5233946,3.23927,40.954177,56.599464,3.24955,42.482013,56.599464,0.164418,0.164419,0.164422,56.5987,56.599464,56.600137
0.541092,38149800.0,0.244039,21406.1,4254480025.3646164,3316613823.715916,5089523799.943139,2.28472,57.807332,57.804885,2.47712,57.807332,57.804885,0.185216,0.185207,0.185218,57.8035,57.804884,57.807332
0.86808,1788150.0,0.234349,2869630.0,-3.170577045022194e-08,6695688015.21877,1511009504.3891988,5.13668,24.781192,56.46428,1.50991,6.41511,64.25551,0.225471,0.22547,0.225472,64.2546,64.25551,64.254982
0.455854,2472790.0,0.363132,99755100.0,-3.170577045022194e-08,-3.170577045022194e-08,1784246924.5935664,0.824784,24.449557,71.859262,4.81718,27.987819,71.376057,0.212512,0.212512,0.212512,92.9901,92.990163,92.990124
0.211515,91633.4,0.176543,44268800.0,4559102726.696259,6199632213.0627775,1174627310.9282763,11.7451,17.488528,59.998006,2.08029,2.666666,59.998006,0.043864,0.043864,0.043865,59.9978,59.998006,59.998262
0.355695,29824400.0,0.130558,10271300.0,880569118.5795815,1306346544.0710208,2683755283.788387,7.92041,14.029047,13.930548,11.6747,14.029047,13.930548,0.191323,0.191299,0.191322,14.0668,13.930547,14.029047
0.827253,75971.1,0.191007,362391.0,6959001268.230818,-3.170577045022194e-08,4434671797.138357,12.6304,52.355914,78.78869,3.97517,49.725339,68.840082,0.037537,0.037537,0.037542,78.7787,78.78869,78.784885
0.314885,371199.0,0.270166,14138.9,4995050729.23272,3305602409.638554,2353518057.426426,2.92122,31.611781,57.702397,7.82585,38.495424,57.702397,0.289563,0.289572,0.289572,86.5522,86.553595,86.55577
0.398812,4230080.0,0.232403,54928.2,-3.170577045022194e-08,6816122384.273938,5034398157.244085,4.17928,59.108747,71.896933,1.29431,56.978315,76.660445,0.120248,0.120249,0.12025,76.6594,76.660445,76.660331
0.534027,1183220.0,0.317279,250386.0,4877441344.324667,5445393151.553583,4516362296.265141,3.43753,60.696064,64.058201,2.39915,54.971268,64.058201,0.16095,0.160948,0.160951,64.0588,64.058201,64.059734
0.205249,70916.1,0.188942,22561.9,-3.170577045022194e-08,-3.170577045022194e-08,1634184549.3207235,3.79886,16.828862,69.635086,5.8991,19.035254,75.484547,0.107776,0.107777,0.107777,96.1073,96.108505,96.107897
0.943218,322687.0,0.41063,271589.0,3082949270.7672796,2689676601.141408,3828374117.3479753,1.69545,50.199223,50.196096,6.55551,50.199223,50.196096,0.003004,0.003001,0.003004,50.1882,50.196096,50.199222
0.45129,49387.6,0.244691,1253450.0,10243.189600507292,255842.20038046924,3387093582.5969453,4.29003,3.140024,2.922765,2.19458,3.140024,2.922765,0.103431,0.0,0.0,3.29319,2.922763,3.140023
0.158833,43547000.0,0.150109,28367000.0,2938987000.634115,3038006024.0963855,2927422012.1891284,8.38282,37.945965,38.39919,7.08953,36.892271,38.39919,0.197249,0.197249,0.197249,38.4025,38.39919,38.402514
0.339005,631415.0,0.334359,920619.0,1940398541.5345592,1742576410.906785,3535051735.603851,6.31972,32.670771,32.662661,12.7813,32.670771,32.662661,0.06727,0.067257,0.067268,32.6726,32.662661,32.670771
0.492721,20121900.0,0.416191,14747.2,5821344.32466709,51401.77552314521,3309447196.484277,14.9336,9.144723,8.977368,6.76306,9.144723,8.977368,0.027781,0.000469,0.003713,9.24261,8.977368,9.144722
0.364237,4246460.0,0.125223,21030300.0,-3.170577045022194e-08,-3.170577045022194e-08,2563965916.562106,13.5348,41.204931,73.541698,2.72056,23.908147,65.297922,0.066905,0.066905,0.066905,79.545,79.54502,79.545009
0.48414,40741.5,0.331656,47096.5,880348446.4172479,1399806911.857958,1359463586.1372173,5.99493,30.614616,30.563607,3.37929,28.341067,30.563607,0.173819,0.172053,0.173973,30.5649,30.563607,30.614616
0.435897,64290.9,0.208398,400245.0,3009922320.862397,4122561826.252378,3382805343.8895764,1.73888,49.562004,49.557084,3.55423,41.52442,49.557084,0.121649,0.12162,0.121653,49.5565,49.557084,49.562004
0.690539,861140.0,0.537504,3406850.0,2561428662.016487,2175493975.9036145,5508999639.379564,1.38338,40.744292,40.741425,6.18784,40.744292,40.741425,0.281861,0.281864,0.281865,61.1237,61.112138,61.116438
0.49155,582668.0,0.463197,2652790.0,2483664870.006341,2906736207.9898543,6586917495.040983,1.48837,42.165535,42.164776,1.13634,42.165535,42.164776,0.00291,0.00291,0.00291,42.1708,42.164776,42.165535
0.900583,12754.0,0.792495,878229.0,53820386.810399495,844273303.7412809,6457174928.029873,7.12259,23.158927,23.098103,5.1142,23.158927,23.098103,0.216778,0.08793,0.097002,24.4142,23.098102,23.158926
0.231756,5237270.0,0.143387,3106350.0,2242536778.6937222,2946582117.945466,4763024438.9192295,4.1948,29.023597,29.018976,1.73589,29.023597,29.018976,0.01835,0.01835,0.01835,29.0281,29.018976,29.023597
0.484511,49402800.0,0.318746,59341.8,1310334495.87825,726209258.0849714,6588416637.560194,3.24154,24.453588,24.449547,9.70279,24.453588,24.449547,0.214608,0.213548,0.213638,24.4768,24.449547,24.453588
0.65868,145168.0,0.613595,290905.0,4101759670.2599874,4537660114.140774,5782306404.689354,1.11853,72.165541,72.164882,4.4037,72.165541,72.164882,0.009775,0.009774,0.009774,72.1608,72.164882,72.165541
0.488857,64285400.0,0.416018,30302500.0,612449904.8826886,10933230.818008877,1939829830.429986,3.41604,6.754222,6.495485,14.5715,6.754222,6.495485,0.164931,0.162948,0.164459,6.81792,6.495476,6.754222
0.146583,36527.0,0.126417,22944.6,1939983830.0570705,2315091312.6188965,1827172792.7724934,8.54583,25.789839,28.498936,4.07797,14.36906,28.498936,0.276467,0.276525,0.276535,42.7472,42.748405,42.760354
0.740141,5774600.0,0.240424,490909.0,432474001.2682308,73161.63601775523,3334057494.7643766,1.35295,6.07565,5.392721,6.20879,6.07565,5.392721,0.131879,0.087069,0.112647,6.5358,5.39272,6.075649
0.941182,84989100.0,0.396881,12092.3,-3.170577045022194e-08,2287371591.629677,6139239413.675456,3.8148,47.561441,51.851651,5.39658,58.760314,58.759912,0.239579,0.239587,0.239588,88.1372,88.139868,88.14047
0.164291,752408.0,0.14297,62673.7,428748.89029803424,1311683.2593532023,2866173797.524515,7.97051,6.729772,6.670257,1.52206,6.729772,6.670257,0.080139,0.04974,0.060358,6.6229,6.670256,6.729771
0.468564,394334.0,0.216072,29023400.0,1255484464.1724794,2013467025.9987319,3524123688.0251107,2.78758,24.003006,23.977783,3.50692,24.003006,23.977783,0.004731,0.004723,0.004729,24.0126,23.977783,24.003006
0.704861,141475.0,0.581242,61701400.0,4023560558.0215597,6189147114.774889,2037963039.965941,6.34727,38.610295,72.773437,6.70167,38.919967,72.773437,0.018287,0.018285,0.018288,72.7701,72.773437,72.772331
0.468003,6410290.0,0.258988,401457.0,935659480.0253646,1110571655.0412176,1223753457.130307,1.78436,10.597914,10.345816,1.30391,10.597914,10.345816,0.119703,0.117655,0.120455,10.5522,10.345816,10.597913
0.344973,2483650.0,0.157204,16262700.0,-3.170577045022194e-08,-3.170577045022194e-08,4921806214.533497,5.36436,57.829717,71.526519,12.9545,56.38242,70.033588,0.223961,0.223961,0.223961,97.354,97.354025,97.354022
0.974641,25878100.0,0.921675,30760.2,4842859.86049461,157202.88522511098,5339620574.400473,10.2232,5.814639,5.643459,4.28895,5.814639,5.643459,0.199456,0.0,0.0,6.56504,5.643458,5.814637
0.216084,2813020.0,0.187861,74636000.0,-3.170577045022194e-08,-3.170577045022194e-08,1565930987.758522,14.4254,26.068562,70.713774,11.1409,22.929766,68.990718,0.095537,0.095537,0.095537,91.9389,91.93891,91.938905
0.75658,2060700.0,0.644921,88502.0,491406150.91946733,202950253.6461636,5152921627.867129,13.3765,18.788859,18.758405,5.8787,18.788859,18.758405,0.083334,0.074606,0.077102,18.8112,18.758405,18.788858
0.634979,14681.9,0.50406,132582.0,626679454.6607482,2081589093.214965,1320155634.9457698,7.03465,44.549108,44.541492,0.937097,20.500268,44.541492,0.007017,0.00693,0.007015,44.5155,44.541492,44.549108
0.558988,144581.0,0.470845,13537800.0,6735050729.23272,-3.170577045022194e-08,1422421232.1672359,6.53671,31.163597,90.260203,1.8303,22.774746,73.905869,0.074217,0.074217,0.074218,90.2585,90.260203,90.258951
0.560064,79786.6,0.10557,12397.6,527668991.7564997,8245307.545973367,2026934092.468422,6.15917,15.843438,15.473883,6.53659,15.843438,15.473883,0.22766,0.207426,0.22126,15.8929,15.473879,15.843437
0.977822,9709530.0,0.551582,8726290.0,-3.170577045022194e-08,-3.170577045022194e-08,4467107204.1827755,1.53266,37.707182,49.506411,1.13732,57.914981,75.313124,0.150061,0.150062,0.150061,84.647,84.647349,84.647194
0.977642,154406.0,0.447574,27979800.0,2542654090.0443883,4496357006.975269,2679881849.72118,13.618,55.567154,55.564245,1.34962,38.181131,55.564245,0.023306,0.02327,0.023309,55.5519,55.564245,55.567154
0.886469,73968000.0,0.296787,80158.6,3600542168.674699,2369754914.3944197,6439689266.95042,5.27404,39.04743,39.046332,3.79196,39.04743,39.046332,0.277759,0.277765,0.277765,58.5777,58.569498,58.571145
0.458841,1980030.0,0.225525,19100.6,1125334178.8205454,9563601.775523145,3299149121.060516,1.74204,15.719248,15.621815,2.40646,15.719248,15.621815,0.141497,0.133089,0.13761,15.6765,15.621814,15.719248
0.761004,6964550.0,0.166946,512982.0,4715843373.493976,5062041851.616994,4275018691.8759556,6.38558,48.787294,51.770898,1.5882,44.377476,51.770898,0.272493,0.272493,0.272493,77.6616,77.656347,77.66177
0.647415,71632000.0,0.519198,107039.0,5956867469.8795185,3229191502.8535194,6646971334.626469,0.933893,65.486785,65.486546,3.0875,65.486785,65.486546,0.035347,0.035344,0.035344,65.4852,65.486546,65.486785
0.180596,32177.7,0.102082,84684.2,2463105263.1578946,2329499048.8268867,1208671831.4830115,2.7024,4.003409,33.041262,10.6775,7.257233,33.041262,0.081671,0.081663,0.081706,33.0357,33.041262,33.045415
0.995682,26782900.0,0.256433,452716.0,-3.170577045022194e-08,4510085605.580215,5469735297.229388,1.42194,40.878922,48.082749,3.22061,54.678505,54.678383,0.154746,0.154745,0.154746,54.6781,54.678383,54.678505
0.56526,475177.0,0.380681,95536.8,1850390615.0919468,2016200063.411541,4564736705.678295,13.5643,40.24055,40.235317,10.3602,40.24055,40.235317,0.244578,0.244583,0.244587,60.3659,60.352975,60.360825
0.311448,91521.0,0.112777,10380.5,2224694673.4305644,1328415345.592898,5818178193.529226,4.39064,34.895992,34.893018,10.4134,34.895992,34.893018,0.041519,0.041506,0.041516,34.8872,34.893018,34.895992
0.697508,36848300.0,0.458089,38791600.0,4390909955.611921,4057438173.747622,1554053122.2909565,6.09615,30.172326,54.086189,2.88563,26.475212,54.086189,0.138785,0.138785,0.138785,54.0889,54.086189,54.088927
0.749514,15483200.0,0.665065,192093.0,-3.170577045022194e-08,5819429296.131896,3473229934.5844355,2.31547,43.30885,63.290698,10.0361,55.437657,86.660395,0.031567,0.031567,0.031568,86.6582,86.660395,86.659628
0.154029,11616900.0,0.111017,5064280.0,1570705136.3348129,1483289473.6842105,2247723141.4760766,3.66191,9.799548,9.755797,7.10857,9.799548,9.755797,0.130972,0.130952,0.131015,9.80232,9.755797,9.799546
0.180422,13417.5,0.102376,543798.0,4340573.874445149,2269065313.8871274,2413291212.724909,14.8947,9.958102,9.85041,1.8315,9.958102,9.85041,0.240475,0.234173,0.2359,15.0406,14.775615,14.937153
0.100898,55424900.0,0.100337,9573510.0,4492504755.865567,3346991122.384274,5039578873.151186,1.06438,40.508304,40.507232,8.10796,40.508304,40.507232,0.179462,0.179462,0.179462,40.5089,40.507232,40.508304
0.982658,1190080.0,0.847876,20457300.0,3190580215.599239,4320649968.2942295,3985911567.5620832,0.937737,45.846641,45.84288,7.14051,43.470479,45.84288,0.133347,0.133267,0.133335,45.8408,45.84288,45.846641
0.804061,25521.1,0.114328,568005.0,4214067850.3487635,6733753963.221306,2209061970.600608,0.860126,33.314192,62.839526,1.29144,6.261972,62.839526,0.037434,0.037414,0.037445,62.8211,62.839526,62.833054
0.476149,17185.9,0.232204,394881.0,1704782181.357007,3071906467.977172,4501948441.691994,2.03569,45.760937,45.754892,12.6797,45.760937,45.754892,0.107049,0.106812,0.106951,45.744,45.754892,45.760937
0.209439,1930760.0,0.192402,44891000.0,3987777425.4914393,4120507292.3272038,6749134627.85973,3.66789,46.297818,46.297659,3.56513,46.297818,46.297659,0.289232,0.289232,0.289232,69.449,69.446489,69.446727
0.595229,27466.4,0.272875,262171.0,4516689917.564997,-3.170577045022194e-08,4888583246.590957,12.4045,86.278742,86.277591,1.052,52.482041,68.879088,0.130177,0.130164,0.130176,86.2717,86.27759,86.278742
0.154138,20291.7,0.140148,5475460.0,12849159.797083069,1864423272.0355105,4292086857.57966,9.54857,13.813832,13.786052,3.36947,13.813832,13.786052,0.237682,0.237791,0.237933,20.719,20.679076,20.720747
0.871546,37256.1,0.721395,7586410.0,49866.45529486366,3805367.7869372224,6873963609.254478,2.08588,3.097864,3.070538,12.9874,3.097864,3.070538,0.093346,0.0,0.0,4.25245,3.070536,3.097863
0.368706,71681.0,0.201926,12445100.0,2008982244.7685478,2945858909.3214965,5850449061.88504,9.97886,41.455691,41.453973,12.1338,41.455691,41.453973,0.027542,0.027531,0.027534,41.4563,41.453973,41.45569
0.351569,688792.0,0.141824,48247.7,3366461636.017755,2599900760.938491,1837867785.708254,3.62208,27.066612,45.306433,11.2247,28.249994,45.306433,0.082676,0.082674,0.082682,45.3092,45.306433,45.311338
0.801236,1280420.0,0.272649,92229300.0,360114774.8890298,1386474001.268231,1036699755.9968376,2.0384,9.117461,8.619146,2.09731,3.661656,8.619146,0.146718,0.116155,0.144886,9.10574,8.619146,9.117461
0.24763,9330890.0,0.16711,976291.0,-3.170577045022194e-08,-3.170577045022194e-08,6139665950.630249,7.9478,64.924374,70.309178,1.21636,57.570761,63.858932,0.014714,0.014714,0.014714,87.4379,87.437927,87.437925
0.61535,89253700.0,0.177163,20978.2,6100259987.317692,4336521876.98161,4924932046.5795,6.84194,62.524076,70.768485,3.67831,70.769377,70.768485,0.085695,0.085696,0.085697,70.7678,70.768485,70.769377
0.635406,790035.0,0.218919,37049600.0,5564711477.488903,6868008877.615726,1856622948.6177502,2.32684,33.804877,65.459978,2.10835,16.910496,65.459978,0.249973,0.249974,0.249973,98.1913,98.189967,98.191429
0.436566,1592800.0,0.205536,229603.0,979106214.3310082,1273466708.9410272,2373740036.881811,2.20756,10.989764,10.813849,2.2642,10.989764,10.813849,0.256666,0.256851,0.257053,16.5264,16.220773,16.484634
0.557301,340390.0,0.540421,455264.0,3956154090.0443883,4252152821.81357,6488230824.692344,4.58472,62.941856,62.941403,2.88159,62.941856,62.941403,0.145437,0.145426,0.145428,62.9415,62.941403,62.941856
0.687814,420729.0,0.215061,12834.3,3203414711.477489,1643771084.3373494,1079253974.7891915,4.61679,24.001915,49.458988,9.26079,17.336233,49.458988,0.059978,0.059956,0.059991,49.4565,49.458988,49.463545
0.113707,40293.4,0.11225,25032400.0,2596070386.8103995,2479475269.4990487,6695799618.857076,2.22817,23.209768,23.209155,3.76193,23.209768,23.209155,0.278512,0.278557,0.278557,34.8193,34.813732,34.814652
0.797805,6565380.0,0.295514,10050200.0,716808814.2041851,1659589093.214965,6015199444.300031,2.26048,15.25292,15.235524,1.53222,15.25292,15.235524,0.241927,0.241907,0.241913,23.0117,22.853286,22.87938
0.985977,25425600.0,0.90072,19800.1,-3.170577045022194e-08,995196258.7190869,5520134949.882703,13.4682,42.538425,49.732944,11.8672,53.654498,53.645828,0.259072,0.259002,0.259041,80.4903,80.468742,80.481747
0.128373,8708330.0,0.104457,205318.0,5296461636.0177555,4768176918.199112,5445561808.395017,1.01025,49.944833,49.944314,3.19046,49.944833,49.944314,0.253625,0.253625,0.253625,74.9173,74.916471,74.917249
0.770747,166571.0,0.575641,63386.1,1021236207.9898541,1079494292.961319,3063619570.6941986,11.4314,34.376147,34.32769,1.48673,34.376147,34.32769,0.207109,0.20459,0.206369,34.3584,34.32769,34.376147
0.515149,306390.0,0.167119,25026100.0,687717818.642993,1820110.0190234622,3929876571.7625403,0.91784,8.440929,8.18616,10.9805,8.440929,8.18616,0.069028,0.053437,0.062084,8.52748,8.186159,8.440925
