Pri_dMass,Pri_dTidaLQ,Sec_dMass,Sec_dTidalQ,Pri_LockTime,Sec_LockTime,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal,Sec_ProtInitial,Sec_ProtAge,Sec_ProtFinal,Initial_Ecc,Final_Ecc,Age_Ecc,Initial_Porb,Final_Porb,Age_Porb
0.179277,213323.0,0.177713,31477100.0,-3.170577045022194e-08,-3.170577045022194e-08,5241961763.650267,1.96077,53.153177,65.507958,1.12671,50.700169,63.328531,0.2186,0.2186,0.2186,83.0329,83.033077,83.033074
0.370235,13336400.0,0.228459,9470480.0,1145460367.7869372,1912353836.3982246,3339770672.794377,3.91628,15.636464,15.592102,1.50672,15.636464,15.592102,0.252545,0.252547,0.252549,23.4899,23.388153,23.454695
0.404004,18854300.0,0.152069,1283100.0,-3.170577045022194e-08,-3.170577045022194e-08,6634985894.547114,4.77628,69.809096,72.175031,11.7193,67.848249,70.081766,0.127651,0.127651,0.127651,85.7187,85.718721,85.718721
0.967094,85270600.0,0.343228,40323900.0,1367769816.1065314,1158059923.9061508,6603892484.735583,10.5413,21.650916,21.647861,10.1655,21.650916,21.647861,0.008362,0.008361,0.008361,21.6844,21.647861,21.650915
0.839699,41425200.0,0.234618,48548.9,5747466708.941028,2731845592.8979073,4691955286.6346035,14.9298,47.208909,52.835356,7.91493,52.837072,52.835356,0.121976,0.121971,0.121976,52.8352,52.835356,52.837072
0.164383,44387.3,0.163187,228335.0,4732637920.101459,4612571337.983513,6128699134.886999,2.627,56.35631,56.355957,13.8503,56.35631,56.355957,0.148693,0.148694,0.148695,56.3547,56.355957,56.35631
0.402982,12365.7,0.333686,14815700.0,2878409955.6119213,6446756499.682942,3615184662.6381764,2.37275,66.969536,66.96711,2.63931,45.014799,66.96711,0.137196,0.137158,0.137204,66.9589,66.96711,66.969536
0.617789,11991.4,0.462525,61014.1,246937856.68991756,1051318642.9930247,4818609450.540424,12.5497,34.122742,34.080411,5.0225,34.122742,34.080411,0.145957,0.138886,0.141353,34.1354,34.080411,34.122741
0.976311,16428.0,0.776879,14259.4,239176410.90678504,442588142.04185164,1529632114.2903087,14.8866,42.52257,42.141654,3.2652,42.52257,42.141654,0.180399,0.1605,0.177942,42.4734,42.141653,42.52257
0.886417,14504200.0,0.743162,19724.9,495971147.7488903,50249461.00190235,2323084005.3822136,13.5122,21.65107,20.949416,3.7497,21.65107,20.949416,0.230128,0.157491,0.2141,21.9129,20.949414,21.65107
0.833071,44839400.0,0.101394,12094.4,1020060875.0792644,2380419150.2853518,5101544921.887011,5.30744,20.512759,20.474063,1.04933,20.512759,20.474063,0.245049,0.245172,0.24518,30.8705,30.711095,30.769127
0.875415,29477000.0,0.619872,62957100.0,228091376.03043753,34310019.02346227,1078763687.415111,0.846106,2.457127,1.325838,14.5927,2.457127,1.325838,0.286597,8.937247e-10,0.284799,3.92372,1.325837,3.685685
0.369297,517795.0,0.162458,4704070.0,-3.170577045022194e-08,-3.170577045022194e-08,5871012563.498423,1.91738,62.620387,69.943037,6.32054,60.707991,68.15606,0.161273,0.161273,0.161273,90.0326,90.032746,90.032739
0.237916,59990.7,0.143459,651599.0,5884930247.30501,6299492707.672796,1412676249.7894757,0.897358,3.057612,59.4841,1.27773,2.08641,59.4841,0.266318,0.26632,0.266319,89.2259,89.22615,89.226295
0.531333,34772800.0,0.399213,130619.0,4742501585.288523,3698243500.3170576,4942844520.145786,2.99261,61.879368,61.877743,10.2013,61.879368,61.877743,0.093532,0.093528,0.093531,61.8782,61.877743,61.879368
0.121935,17006800.0,0.101922,23425000.0,-3.170577045022194e-08,-3.170577045022194e-08,1354858265.7910907,2.33194,2.541097,64.752201,8.36744,6.711731,70.255593,0.219607,0.219607,0.219607,74.8973,74.897303,74.897302
0.818859,140623.0,0.65886,54586600.0,6122425.491439442,288471813.57006973,6046820599.566564,14.7816,8.573021,8.512176,6.50554,8.573021,8.512176,0.244572,0.007738,0.014967,10.0738,8.512176,8.573019
0.789286,94058200.0,0.687986,76771700.0,-3.170577045022194e-08,-3.170577045022194e-08,3964553313.1287603,13.4838,45.6928,61.122496,3.39044,50.565354,68.405255,0.109615,0.109615,0.109615,93.2379,93.237915,93.237908
0.994347,2798940.0,0.681163,135941.0,-3.170577045022194e-08,5043715916.296766,3446399173.364283,1.80706,32.187289,50.350233,10.3834,59.73697,88.478672,0.085457,0.085457,0.08546,88.4751,88.478672,88.477599
0.184873,2121310.0,0.120809,152453.0,1597616360.1775522,2850120164.8700066,3572046860.7249722,7.59863,20.651992,20.638129,0.836014,20.651992,20.638129,0.210106,0.210129,0.210202,20.6467,20.638129,20.651992
0.196827,31094900.0,0.178039,16042100.0,-3.170577045022194e-08,-3.170577045022194e-08,1166184910.3973782,9.36097,14.06359,69.045989,4.0458,5.212369,66.800371,0.178805,0.178805,0.178805,76.053,76.053004,76.053002
0.712332,79784.2,0.255075,117758.0,6508116677.235257,6570627774.254914,3035785311.6384916,2.20469,47.98105,74.109247,8.98732,44.219406,74.109247,0.215385,0.215366,0.215405,74.1032,74.109247,74.110062
0.487398,1657670.0,0.203817,11941.0,1398454026.632847,1008674064.6797717,2926019140.663189,2.9022,26.122626,26.090191,2.40996,26.122626,26.090191,0.114043,0.113519,0.11413,26.0713,26.090191,26.122625
0.245233,71527.3,0.114017,79935400.0,1648130627.7742548,3630504121.7501583,6598503154.499286,9.34817,29.304973,29.30395,0.839508,29.304973,29.30395,0.082613,0.082573,0.082578,29.3095,29.30395,29.304973
0.187313,471483.0,0.130979,402441.0,3279242232.08624,2513730818.0088778,5419908438.871553,1.2138,33.950441,33.9486,8.69473,33.950441,33.9486,0.061304,0.061304,0.061305,33.9519,33.9486,33.950441
0.325182,12387.6,0.255661,33842000.0,100152631.57894737,1876927393.785669,6952709769.631998,4.85837,14.638447,14.636774,1.20993,14.638447,14.636774,0.252414,0.251767,0.251785,22.0934,21.955161,21.957668
0.320724,852897.0,0.275212,48858000.0,3766661382.3715916,4283043753.963221,4866599640.871174,3.04385,47.973356,47.971426,1.49188,47.973356,47.971426,0.140102,0.140101,0.140102,47.9738,47.971426,47.973356
0.817988,1350680.0,0.246998,159556.0,8725668.991756499,23608.097653772988,6259926130.588335,2.64516,1.883057,1.615649,8.73385,1.883057,1.615649,0.206517,0.0,0.0,3.68098,1.615649,1.883055
0.891841,17264300.0,0.562678,37063.4,2721081800.8877616,880488585.9226379,1677212407.698053,1.1663,24.596672,33.468828,1.18782,33.481045,33.468828,0.018199,0.017994,0.018196,33.4482,33.468828,33.481045
0.403303,35866900.0,0.233848,493590.0,-3.170577045022194e-08,-3.170577045022194e-08,3977857036.0358076,3.54928,50.882059,71.591148,13.1916,50.858679,71.991229,0.1338,0.1338,0.1338,86.4304,86.430484,86.430465
0.324515,3020580.0,0.12915,470360.0,1941686112.8725429,2193582435.0031705,1790149953.0189648,1.09105,17.329758,20.634065,3.35399,10.248369,20.634065,0.259716,0.259724,0.259726,31.0034,30.951094,31.004776
0.223979,18164.3,0.145655,9709650.0,1346327.5206087509,1646863665.187064,4059283666.7154446,1.83235,5.893291,5.470351,2.03368,5.893291,5.470351,0.286602,0.251681,0.268415,9.57658,8.205526,8.83993
0.41398,2642960.0,0.384328,29486.0,632955294.8636652,3422974.001268231,4238516864.6681,9.43351,13.194072,13.015326,7.43427,13.194072,13.015326,0.198354,0.142624,0.16186,13.4838,13.015323,13.194071
0.23408,58940.1,0.174358,362773.0,8131.769181991122,99362.14331008244,4716071193.148959,3.53223,3.885812,3.839641,2.94885,3.885812,3.839641,0.058239,5.209956e-07,1.106807e-05,3.9011,3.839641,3.885811
0.38975,46973800.0,0.13557,9017920.0,3414949270.7672796,3686502853.5193405,2367961220.9617243,2.08923,33.23459,44.614921,7.22038,29.589719,44.614921,0.072627,0.072627,0.072627,44.6211,44.614921,44.621116
0.123195,5873410.0,0.101625,410603.0,6326097019.6575775,-3.170577045022194e-08,3558904031.578343,13.3651,45.516896,66.843588,1.26321,29.238696,63.597867,0.043131,0.043131,0.043131,66.8436,66.843587,66.843649
0.501289,66258100.0,0.217956,1260110.0,4501404.565630944,228600126.8230818,1549221416.9503775,9.71326,6.558719,6.177224,3.98241,6.558719,6.177224,0.192163,0.18259,0.18936,6.59446,6.177224,6.558719
0.224069,4234150.0,0.153026,620571.0,1792345275.8402028,2088979708.306912,5629088049.758838,1.55813,12.812197,12.794485,1.08515,12.812197,12.794485,0.104304,0.104255,0.104311,12.8458,12.794485,12.812197
0.377237,32870.7,0.263193,52933500.0,864812618.8966392,1776136334.812936,2978778206.535058,6.82152,21.384109,21.345237,3.18662,21.384109,21.345237,0.287227,0.287226,0.28739,32.0681,32.017855,32.076163
0.591846,4176000.0,0.253472,37629.0,6078154724.159797,5561525047.558656,6711268678.861659,4.28497,71.326734,71.326511,2.55081,71.326734,71.326511,0.21104,0.211039,0.21104,71.3253,71.326511,71.326734
0.980374,139326.0,0.871312,36053.4,1116942612.555485,636566265.060241,3079613858.237685,2.14,35.491072,35.413546,3.23884,35.491072,35.413546,0.294728,0.294306,0.294758,53.2336,53.120319,53.236608
0.718136,20557900.0,0.624801,20720700.0,5442739378.566899,4554461001.902347,5404092520.269421,4.15968,58.189182,59.039755,2.44814,59.040998,59.039755,0.056153,0.056153,0.056153,59.0412,59.039755,59.040998
0.385831,35945.1,0.211676,206204.0,2174636334.812936,2587496512.3652506,1328573425.7645795,3.75006,20.907498,38.095171,9.05743,18.639706,38.095171,0.25439,0.254406,0.254411,57.1501,57.142757,57.155543
0.679626,3023430.0,0.605884,11529200.0,2110067850.3487635,2326489220.038047,5731652854.270955,8.70183,39.513117,39.510365,1.46853,39.513117,39.510365,0.088519,0.088508,0.088511,39.5198,39.510365,39.513117
0.81713,1900510.0,0.123155,11827.4,2812761572.6062145,3286116043.119848,3406229671.736647,10.9506,37.567066,37.551942,0.88244,37.567066,37.551942,0.230644,0.230659,0.230661,56.3497,56.327911,56.350598
0.509875,6334740.0,0.305739,461035.0,835138554.2168674,276715535.8275206,3880048907.6862273,2.3303,12.846329,12.742795,12.6927,12.846329,12.742795,0.177686,0.174955,0.176268,12.9296,12.742795,12.846329
0.365057,9220080.0,0.300179,330124.0,20222098.922003806,339974.63538363983,5852373831.0991955,14.9449,4.051535,3.935468,2.36683,4.051535,3.935468,0.276228,0.084551,0.138726,5.3449,3.935466,4.051533
0.787159,464464.0,0.628829,59288500.0,4057358909.3214965,3873405199.7463536,3649434155.4587774,14.8303,48.650561,52.916678,1.60412,50.595283,52.916678,0.254946,0.254951,0.254952,79.3769,79.375017,79.379124
0.654699,1448550.0,0.639504,9643720.0,5206851.616994293,592540266.3284718,5466663811.720754,9.65579,5.319682,5.096191,0.854824,5.319682,5.096191,0.263519,0.249602,0.253613,8.95051,7.644284,7.979522
0.456226,4814220.0,0.122288,45538200.0,2030256182.6252377,3522428662.016487,1295428150.2550292,7.26576,26.571689,36.870464,2.62059,2.606448,36.870464,0.268793,0.268793,0.268793,55.3318,55.305695,55.331842
0.108435,3248190.0,0.104438,20436000.0,4592561826.2523775,4922149651.236525,6921937873.552123,14.0032,55.006028,55.006006,7.48596,55.006028,55.006006,0.175153,0.175153,0.175153,55.0066,55.006006,55.006028
0.927084,517306.0,0.257845,36411500.0,455367469.8795181,1392473367.1528218,1423090822.2801933,8.18812,14.779639,14.634879,3.99939,14.779639,14.634879,0.238448,0.237695,0.23853,22.1812,21.952318,22.169458
0.618601,560613.0,0.39847,9890200.0,3534686112.872543,4340558021.559924,3310866968.9258814,5.14921,52.801522,55.486985,5.46474,46.497361,55.486985,0.175018,0.175005,0.175017,55.4893,55.486985,55.490658
0.993273,25142.5,0.439464,6291350.0,288818230.8180089,1919082117.945466,6511098255.756907,2.25894,27.373496,27.332928,1.09953,27.373496,27.332928,0.14575,0.106065,0.110408,27.6309,27.332928,27.373494
0.555825,106406.0,0.440999,90716.8,4808747622.067216,5053395688.015219,3811357928.7190337,5.74189,61.259829,70.577816,9.04808,59.470097,70.577816,0.223428,0.223401,0.22343,70.5753,70.577816,70.580236
0.198353,90408100.0,0.145803,6881310.0,4811318960.050729,4261385542.1686745,3373350725.4248514,1.2563,35.20717,49.314819,6.54685,40.887347,49.314819,0.252504,0.252504,0.252504,73.9739,73.972228,73.973906
0.966595,13523400.0,0.620413,3021670.0,-3.170577045022194e-08,4342184527.584021,2956525703.1673307,2.72767,31.22094,50.991815,1.8289,45.969542,58.333859,0.192301,0.192298,0.192303,58.334,58.333859,58.334561
0.426684,56797700.0,0.351689,51637.1,1972293278.3766646,1240078947.368421,5472917704.154741,4.8587,33.431905,33.427283,7.28032,33.431905,33.427283,0.104962,0.104792,0.104851,33.4305,33.427282,33.431905
0.90175,87574900.0,0.227857,18419800.0,-3.170577045022194e-08,-3.170577045022194e-08,3566170883.351469,2.17424,37.30265,53.718332,2.55004,41.006669,66.741994,0.028606,0.028606,0.028606,81.8433,81.843314,81.843307
0.769973,28798.5,0.624018,279375.0,1821285986.049461,3702885225.11097,1868562931.144108,2.86181,68.621995,68.620595,14.0262,40.482739,68.620595,0.014037,0.014018,0.01404,68.6061,68.620595,68.621995
0.721708,60851300.0,0.610261,86010.7,-3.170577045022194e-08,5457641090.678503,3968498825.1551447,3.66873,48.735491,65.750167,4.81382,68.256692,92.893969,0.117958,0.117956,0.117961,92.8912,92.893969,92.893709
0.732533,68496500.0,0.291402,208512.0,2830299302.47305,2136176284.0837033,3173435437.2834034,2.31085,39.884508,39.875776,9.48531,39.884508,39.875776,0.116503,0.116492,0.116504,39.8838,39.875776,39.884508
0.894874,4865560.0,0.602977,1217450.0,-3.170577045022194e-08,-3.170577045022194e-08,2872759814.1889668,8.41217,34.471496,55.723261,14.5439,49.277475,81.054487,0.117366,0.117366,0.117367,82.0332,82.033973,82.033544
0.316921,153970.0,0.138037,548477.0,3646930881.4204187,5196778693.722258,2449382146.1872153,13.3695,39.253858,51.129126,1.31286,16.62537,51.129126,0.242478,0.242479,0.242479,76.6972,76.693688,76.697643
0.78881,26644700.0,0.645556,6535750.0,3768278376.664553,2856705453.3925176,6960129074.924433,5.0484,44.374257,44.374206,2.20925,44.374257,44.374206,0.262215,0.262215,0.262215,66.5681,66.561309,66.561385
0.121013,1485350.0,0.111125,6282910.0,5892146480.65948,6134235890.93215,5276884234.980744,14.6198,59.658522,64.492028,8.74361,57.788947,64.492028,0.077378,0.077378,0.077378,64.4922,64.492028,64.492225
0.663782,407500.0,0.628929,15037.5,707915979.7083069,3039425.1743817376,5948638490.368511,2.87843,22.527481,22.499471,14.5394,22.527481,22.499471,0.104806,0.078566,0.082191,22.6615,22.49947,22.527481
0.601399,41381.9,0.253574,610085.0,1629611604.3119848,3164447685.478757,5345581861.369252,4.87535,46.458295,46.452651,13.7159,46.458295,46.452651,0.162104,0.16177,0.161882,46.4552,46.452651,46.458295
0.266239,44327800.0,0.187158,33665.0,-3.170577045022194e-08,6912184527.584021,1619180953.5000324,2.68047,16.936679,68.443278,4.53246,16.160266,78.160733,0.157228,0.157229,0.15723,78.1596,78.160733,78.160281
0.163997,73008200.0,0.152657,33446500.0,-3.170577045022194e-08,-3.170577045022194e-08,5883151429.753858,5.31759,60.169713,67.647713,4.80495,60.223746,67.299291,0.031629,0.031629,0.031629,89.0456,89.045601,89.045601
0.722735,9229450.0,0.223631,6739830.0,4630500951.173114,5282079898.541534,5710355782.047704,8.81975,54.211501,54.20996,1.54555,54.211501,54.20996,0.279406,0.279406,0.279406,81.319,81.31494,81.317251
0.288251,2232620.0,0.177266,59228.7,3008808497.1464806,3555979708.306912,6280463728.326338,4.50019,40.306544,40.305513,1.01699,40.306544,40.305513,0.210117,0.210115,0.21012,40.3058,40.305513,40.306543
0.518912,65933100.0,0.173255,57064800.0,-3.170577045022194e-08,-3.170577045022194e-08,1652416094.8353412,8.89041,34.298101,77.60056,1.03529,3.827104,63.285604,0.092524,0.092524,0.092524,81.5994,81.599403,81.599401
0.34378,211840.0,0.129246,24672500.0,551606531.3887128,624000.3170577046,1969498531.0369253,0.96492,4.683794,4.172181,4.95445,4.683794,4.172181,0.268085,0.264081,0.280913,6.68384,6.258268,7.025691
0.137047,1462200.0,0.121965,430728.0,-3.170577045022194e-08,-3.170577045022194e-08,5059824584.741898,5.02344,54.285652,67.258073,9.13495,56.261373,69.35853,0.033154,0.033154,0.033154,98.3102,98.310228,98.310223
0.792972,15300.9,0.617968,2990090.0,664247939.1249207,2990628408.370323,4102899035.407929,4.5413,48.777509,48.733036,4.94084,48.777509,48.733036,0.18889,0.185928,0.187434,48.7774,48.733036,48.777509
0.703605,42063600.0,0.441116,86297.9,-3.170577045022194e-08,5789045656.309448,4676353210.931772,4.00485,54.525633,67.310305,1.76652,66.434943,83.978139,0.026455,0.026455,0.026456,83.9766,83.978139,83.977989
0.659242,897603.0,0.413882,31815100.0,6892980342.422321,-3.170577045022194e-08,3734406519.0767417,1.6208,50.855565,71.805104,1.37775,46.767153,70.26546,0.223423,0.223421,0.223425,71.8045,71.805104,71.805242
0.516968,2343790.0,0.464977,26053.4,2977058021.559924,1586482561.8262525,6936300564.34833,2.3893,46.856639,46.856468,2.29038,46.856639,46.856468,0.151001,0.150758,0.150761,46.852,46.856468,46.856639
0.789973,120764.0,0.271801,6773430.0,1015663601.7755232,2124061192.1369689,2218028040.201324,1.44405,24.338121,24.289047,1.84502,24.338121,24.289047,0.260536,0.26043,0.260633,36.5001,36.433569,36.507182
0.406528,18705900.0,0.215482,95892.2,3467352568.1674066,2462589727.3303742,2885858469.721695,0.995881,37.164012,43.568201,14.0513,43.573788,43.568201,0.161166,0.161158,0.161171,43.5718,43.568201,43.573788
0.814244,2046270.0,0.38464,2600340.0,-3.170577045022194e-08,6895329740.012682,2979129153.865859,1.85261,37.129993,60.13565,0.821112,36.538295,69.018645,0.157954,0.157954,0.157955,69.0178,69.018645,69.018287
0.683973,21990.3,0.328195,10949400.0,2112929613.1896005,5203005707.038681,2088482255.896542,1.07499,58.896164,60.439209,5.88082,31.801779,60.439209,0.17201,0.171723,0.172043,60.4299,60.439209,60.452788
0.681237,5339700.0,0.632863,28730200.0,1771579581.48383,1800507292.3272035,2485445503.0253286,2.29745,32.716353,32.701414,1.59915,32.716353,32.701414,0.130582,0.130561,0.130579,32.7179,32.701413,32.716353
0.989963,14153.5,0.493189,25490200.0,52796.89283449588,603957831.3253012,3130100225.8844786,12.5088,6.617376,6.324951,2.6741,6.617376,6.324951,0.031938,0.0,0.0,6.79555,6.32495,6.617375
0.958469,5420610.0,0.425976,3307910.0,1927138554.2168674,1790131896.0050728,3509017617.573077,3.11315,27.33405,27.319336,1.74044,27.33405,27.319336,0.144492,0.144327,0.144448,27.3369,27.319336,27.33405
0.47211,6131070.0,0.129518,1678140.0,525255548.5098288,2059349397.5903614,1161833198.6020849,10.5467,12.381686,12.114094,2.18569,1.87808,12.114094,0.251199,0.251205,0.251221,18.6106,18.17114,18.572528
0.619471,1970290.0,0.526977,1448960.0,5510868738.110336,5384873176.9182,2905338602.6783566,2.94111,46.099365,67.777944,1.86318,45.223436,67.777944,0.101622,0.101621,0.101623,67.7783,67.777944,67.778731
0.48763,2168090.0,0.308404,5927680.0,4629667089.410273,5969863665.187064,1539789774.808595,9.82574,32.345311,62.505699,1.87706,14.914923,62.505699,0.256313,0.256313,0.256313,93.7605,93.758549,93.760536
0.415901,11829400.0,0.274498,6826500.0,1233951490.1712112,1260834178.8205454,3257724612.866171,2.457,17.31369,17.269618,6.25724,17.31369,17.269618,0.073142,0.073122,0.073139,17.3356,17.269618,17.313689
0.602615,873631.0,0.129669,5555040.0,3049161382.3715916,4257270133.164236,1060437803.9769669,0.872574,18.103215,45.719663,3.01584,2.074223,45.719663,0.243731,0.243732,0.243731,68.5967,68.579495,68.596854
0.59416,17253.6,0.517041,11251.5,270168135.70069754,381127140.1395054,5166457206.120295,6.60538,26.47514,26.306648,2.82306,26.47514,26.306648,0.224345,0.188956,0.199206,26.6931,26.306644,26.475133
0.938935,1685810.0,0.917212,2028280.0,3935107799.6195307,4141303107.165504,3506607524.275232,2.70874,44.174985,50.039406,1.40955,42.651736,50.039406,0.101191,0.101159,0.101194,50.0359,50.039406,50.041349
0.864467,19827.5,0.393095,1907160.0,2656111.2872542804,867338617.6284083,4054521047.4360056,2.32628,8.945396,8.793031,1.62448,8.945396,8.793031,0.254467,0.0,2.339334e-06,10.7472,8.793031,8.945395
0.813268,5988070.0,0.450454,166238.0,6549128091.312619,3370925808.4971466,2380424523.6997967,3.91719,33.284938,58.567504,3.48688,42.703055,58.567504,0.147027,0.147017,0.147032,58.5666,58.567504,58.56849
0.655556,3642140.0,0.434102,13576000.0,2652956880.152188,3214803424.2232084,4279499517.202377,11.8437,44.808005,44.803393,2.21912,44.808005,44.803393,0.197197,0.197188,0.197193,44.8101,44.803393,44.808005
0.562978,137017.0,0.421869,108603.0,3814749524.413443,3730913126.1889663,1091664386.8846772,2.07689,21.413105,66.49772,12.4044,24.774527,66.49772,0.012644,0.012642,0.012644,66.4952,66.497719,66.496876
0.927378,122924.0,0.456726,14386100.0,3401109701.965758,5139870006.341154,4795896234.717962,2.2704,61.596556,61.591936,1.83181,58.401059,61.591936,0.176834,0.176688,0.176787,61.5836,61.591936,61.596556
0.157628,382913.0,0.104689,275828.0,-3.170577045022194e-08,-3.170577045022194e-08,2463674263.2169685,1.61913,21.539622,64.429245,2.54892,15.603842,65.763125,0.199698,0.199698,0.199698,88.7708,88.77091,88.770875
0.93827,4975660.0,0.779168,85844000.0,151506911.85795814,8193075.4597336715,4458689168.4000435,3.62854,5.029803,4.437315,9.88425,5.029803,4.437315,0.268798,0.248601,0.260933,8.50993,6.655969,7.544704
0.323877,1059470.0,0.209849,986322.0,2753960367.786937,3055519974.6353836,4512036907.668802,10.8365,42.320243,42.317258,9.40516,42.320243,42.317258,0.086097,0.086095,0.086097,42.3217,42.317258,42.320243
0.768208,1091280.0,0.606093,92630900.0,408167.08941027266,3298487.6347495243,4483969703.877141,7.49011,6.502242,6.087955,9.50822,6.502242,6.087955,0.298004,0.284495,0.290622,10.5763,9.131917,9.75336
0.28344,859408.0,0.147795,73122.1,-3.170577045022194e-08,6526842105.263158,1277623310.2931871,4.28325,14.304483,70.655367,6.8763,8.983695,73.389903,0.090763,0.090763,0.090763,73.3894,73.389903,73.389679
0.61232,11815.4,0.455458,36748.6,1364677869.3722258,3053337349.39759,4592382557.930429,8.84902,68.325053,68.323443,1.87641,68.325053,68.323443,0.021024,0.020984,0.021005,68.3065,68.323443,68.325053
0.106202,314087.0,0.100834,880703.0,4759169308.814204,5213446417.247939,5431818945.1664915,5.68,52.909764,52.909307,2.55902,52.909764,52.909307,0.066625,0.066625,0.066625,52.9097,52.909307,52.909764
0.623817,558115.0,0.436603,5702350.0,1480753646.1636019,2461803741.2809134,4294458448.2994027,4.27492,35.426777,35.418845,1.22234,35.426777,35.418845,0.057139,0.057098,0.057119,35.4306,35.418845,35.426776
0.108827,1120730.0,0.106918,84979.2,6277733037.412809,6701962587.190868,2932972933.3309603,12.5523,38.261377,66.90899,4.21597,30.591009,66.90899,0.208372,0.208373,0.208373,66.9087,66.90899,66.909049
0.143674,18789.8,0.105969,26228700.0,1475408687.3811033,1996172479.3912492,3852800713.759222,10.5898,23.933662,23.926278,11.0427,23.933662,23.926278,0.230848,0.230912,0.230925,35.8939,35.889417,35.900493
0.981796,93213600.0,0.367111,34223700.0,-3.170577045022194e-08,-3.170577045022194e-08,3688463571.183485,4.89172,34.146226,48.988331,3.64451,47.463216,70.878796,0.09299,0.09299,0.09299,96.9943,96.994317,96.994307
0.151538,33972200.0,0.116367,21338.7,5439679771.718452,4622577679.137603,6976390298.809291,2.11637,54.966006,54.966,4.90505,54.966006,54.966,0.272382,0.272385,0.272385,82.4488,82.449,82.449009
0.682501,1862820.0,0.427625,327635.0,-3.170577045022194e-08,-3.170577045022194e-08,3757661448.8065324,11.3767,51.14937,70.703274,8.78116,53.728717,77.520972,0.172815,0.172815,0.172816,91.3461,91.346724,91.346553
0.654223,31539000.0,0.468722,390440.0,4323335447.051363,3529356372.8598604,5145725676.955805,4.51121,56.238371,56.236531,3.83269,56.238371,56.236531,0.116552,0.116548,0.11655,56.2384,56.236531,56.238371
0.264143,417193.0,0.141195,77483.3,4936547241.597971,4893950538.998097,3192501927.0009294,1.6484,36.840244,53.637847,2.7208,34.827733,53.637847,0.292361,0.292363,0.292362,80.4579,80.456771,80.458442
0.549645,30049.9,0.332326,424447.0,3270878249.841471,-3.170577045022194e-08,6659132219.721773,3.71809,74.575631,74.575507,0.969801,68.473741,71.35291,0.004345,0.004344,0.004344,74.5699,74.575507,74.575631
0.492713,109282.0,0.144284,81928100.0,1125720038.0469246,3077108750.792644,6683879255.288013,14.293,31.294857,31.292829,1.92268,31.294857,31.292829,0.118717,0.118488,0.118502,31.3214,31.292829,31.294857
0.684165,3599790.0,0.193609,59312200.0,-3.170577045022194e-08,-3.170577045022194e-08,4031212224.6934447,0.871647,49.742598,67.659195,4.03729,45.642571,66.608095,0.047809,0.047809,0.047809,96.7724,96.772467,96.772439
0.93518,48941300.0,0.43992,11635700.0,271462714.0139505,770570069.752695,2112418204.0523417,1.35293,4.000144,4.206322,1.04309,4.000144,4.206322,0.235308,0.209028,0.235459,6.49957,4.206321,6.000215
0.545008,2448980.0,0.392073,132966.0,3418725428.027901,2451187064.045656,4524899747.953644,0.822597,49.59399,49.590653,10.1834,49.59399,49.590653,0.093978,0.093965,0.093974,49.5932,49.590653,49.59399
0.792062,19642300.0,0.145345,4744440.0,2418276157.2606215,2947520925.808497,1783415235.516302,3.44901,28.64971,34.354473,4.04601,14.634685,34.354473,0.168379,0.168375,0.168379,34.3773,34.354473,34.377459
0.785814,129905.0,0.602318,162608.0,3936566265.0602407,3689083703.233989,1114334111.1813269,2.81523,22.457621,68.276922,3.83191,25.575564,68.276922,0.16716,0.167109,0.167172,68.2702,68.276922,68.274533
0.263943,1241790.0,0.104019,4351670.0,1269113506.6582117,2349559923.906151,2088166621.7192054,14.1647,22.905106,22.882428,5.40598,16.802081,22.882428,0.284053,0.284055,0.284056,34.3621,34.323643,34.357659
0.159107,566095.0,0.112273,58560.9,-3.170577045022194e-08,-3.170577045022194e-08,1601752634.8684669,0.953392,2.721247,62.77372,2.79653,4.179151,66.865591,0.013049,0.013049,0.013049,97.5225,97.522657,97.522595
0.290003,9710870.0,0.22825,414852.0,4406686746.987952,4383817374.762207,2225013098.9180403,6.10528,32.473621,53.906616,7.3901,31.759949,53.906616,0.160164,0.160164,0.160165,53.9079,53.906615,53.908188
0.281851,5761540.0,0.260223,1757400.0,-3.170577045022194e-08,-3.170577045022194e-08,4818548092.103002,5.03368,55.867009,70.582562,3.34169,53.991132,68.880382,0.182436,0.182436,0.182436,95.7874,95.787433,95.787427
0.650274,15322500.0,0.430873,100831.0,-3.170577045022194e-08,-3.170577045022194e-08,1067356720.374601,6.60758,25.193383,72.445838,2.95476,15.359782,80.377914,0.193758,0.193759,0.193759,95.9781,95.979224,95.978442
0.253224,450703.0,0.135145,63194.4,-3.170577045022194e-08,-3.170577045022194e-08,1093534413.6059399,14.9133,19.353009,72.414434,2.81728,2.184562,68.965503,0.184589,0.18459,0.18459,80.194,80.194508,80.194293
0.171185,116467.0,0.118504,79572000.0,6641781864.299302,6703487634.749524,1195834264.1786416,0.936947,1.25656,61.550124,1.4125,1.089052,61.550124,0.236855,0.236856,0.236855,92.3251,92.325186,92.325217
0.828919,152423.0,0.296977,19375600.0,6398804692.454026,-3.170577045022194e-08,2108552559.3397615,8.755,33.401929,70.537197,3.04067,27.834833,69.817519,0.182379,0.182364,0.18239,70.5306,70.537197,70.53439
