Pri_dMass,Pri_dTidalTau,Sec_dMass,Sec_dTidalTau,Pri_LockTime,Sec_LockTime,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal,Sec_ProtInitial,Sec_ProtAge,Sec_ProtFinal,Initial_Ecc,Final_Ecc,Age_Ecc,Initial_Porb,Final_Porb,Age_Porb
0.688341,0.002609865612,0.542593,0.00181615205,-3.170577045022194e-08,6542682308.180089,2983562792.2932405,0.864035,41.329319,67.202605,9.23003,49.08374,75.761049,0.078913,0.078913,0.078913,78.5933,78.59326,78.593358
0.590157,0.0743530268,0.226047,0.041259051000000005,4538811033.608117,5696265060.240964,4550953821.536849,2.39829,59.868208,59.865711,3.81696,51.097287,59.865711,0.184774,0.184777,0.184777,72.2069,72.204657,72.207681
0.145389,0.2648830128,0.117939,0.00958118966,3922187698.161065,2795601141.4077363,3667134454.0543776,0.990119,34.585113,37.764936,13.1227,37.767183,37.764936,0.267081,0.267137,0.267137,54.2712,54.27716,54.28041
0.404395,0.0068512765,0.194857,0.08881474760000001,155444261.2555485,130344.45149017121,2511801057.041785,1.04069,2.833518,2.58938,9.09239,2.833518,2.58938,0.279066,0.000592,0.019519,3.06279,2.589385,2.839995
0.254042,0.024652704820000003,0.163975,0.0051783949,-3.170577045022194e-08,-3.170577045022194e-08,4921876010.430564,7.05419,56.625693,70.277384,3.37333,51.847739,66.399958,0.085068,0.085068,0.085068,76.2915,76.291535,76.291535
0.284503,0.02458801628,0.217539,0.1043806838,1126916296.7660115,396521876.98161066,3995477157.1651263,1.28737,8.717971,8.659045,3.13588,8.717971,8.659045,0.05301,0.054029,0.054409,8.7374,8.810741,8.872855
0.330416,0.0023094344959999997,0.213027,0.001737425056,6848487634.749524,6933195941.661383,5820675729.195204,4.41923,63.328352,70.676671,14.8276,63.464033,70.676671,0.048149,0.048149,0.048149,71.66,71.659947,71.660007
0.380476,0.62398736,0.265001,0.799709316,1499307545.9733672,2037545973.367153,4776934092.090738,4.0796,25.597563,25.5897,1.39178,25.597563,25.5897,0.199594,0.200851,0.200885,31.709,31.833478,31.845416
0.955474,0.008743991900000001,0.43945,0.0963414532,3561204819.2771087,1808768864.9334178,4791471826.655239,1.00897,34.67095,34.666329,9.12946,34.67095,34.666329,0.203198,0.203214,0.203217,43.3348,43.327725,43.333726
0.444078,0.6263023959999999,0.398729,0.0321225438,3388199112.238427,3438319594.166138,2005066174.2908754,1.8633,31.61569,47.633737,4.80699,32.422546,47.633737,0.063224,0.063263,0.063265,48.7641,48.777933,48.782292
0.787876,0.001280580772,0.224383,0.898435824,3949749524.413443,3902723525.681674,2108918718.6344728,7.02563,32.487792,45.639579,2.08161,23.895816,45.639579,0.058,0.058028,0.058029,46.5543,46.561892,46.567432
0.14097,0.0058708556,0.102709,0.2540275756,-3.170577045022194e-08,-3.170577045022194e-08,5257330065.729912,11.459,58.737359,69.635241,7.78604,57.564017,69.870484,0.179923,0.179923,0.179923,91.2391,91.239201,91.239201
0.820823,0.002701738478,0.801965,0.0032446775,954769499.0488269,947418833.2276474,6344222250.331967,7.42503,20.544926,20.540679,6.3305,20.544926,20.540679,0.156278,0.156265,0.156267,23.6048,23.560962,23.565939
0.492532,0.50118637,0.448359,0.2459486046,195587412.80913126,482915979.7083069,3213313200.262042,11.517,12.553219,12.510779,1.57006,12.553219,12.510779,0.167868,0.164165,0.168594,14.5573,14.54228,14.703857
0.557549,0.00346504748,0.432119,0.02478107262,941035193.4051998,1214152821.81357,5320589541.786526,4.87313,21.835396,21.822048,4.49246,21.835396,21.822048,0.289468,0.289488,0.28949,33.1706,33.101784,33.122211
0.590335,0.6312857159999999,0.531979,0.28995699739999997,6137974001.26823,6375215599.239061,4254770817.5040274,3.08881,58.757954,72.527787,1.42355,56.720555,72.527787,0.035265,0.035271,0.035271,73.062,73.069198,73.069593
0.423762,0.033926316399999996,0.336206,0.043960452000000004,4454001268.230818,4089321496.5123653,1570695807.5363064,1.02641,19.199728,53.191231,9.02399,27.141587,53.191231,0.154791,0.154795,0.154796,60.8667,60.86524,60.867864
0.450287,0.174564438,0.42549,0.713296024,2023975269.4990487,1794550729.2327204,4102146840.512532,1.197,30.644825,30.635628,2.12488,30.644825,30.635628,0.118028,0.118535,0.118559,33.1462,33.22239,33.233405
0.578917,0.0250582146,0.308013,0.011816019439999999,6093941027.266963,6687653772.986684,3892651758.038022,1.62035,53.858448,70.379419,7.14246,49.982812,70.379419,0.08035,0.080351,0.080351,73.1075,73.107255,73.107781
0.262085,0.771566174,0.239362,0.00629841184,2338597336.715282,2317500000.0,1388548228.5647278,1.72248,9.412693,29.140367,3.45942,11.366581,29.140367,0.127002,0.12742,0.127432,31.9287,31.984593,31.995608
0.276125,0.00876392518,0.103594,0.543257576,5793481293.595434,6586531388.712746,1894177181.4181056,2.08779,21.001836,60.661912,1.31058,2.855785,60.661912,0.231818,0.231827,0.231827,80.4763,80.477859,80.478732
0.770787,0.738647876,0.31467,0.641839,-3.170577045022194e-08,5593173747.622067,2446165421.910201,1.92054,35.11627,62.809117,14.0071,39.487602,65.909763,0.147976,0.148004,0.148006,74.5887,74.598756,74.598521
0.884832,0.007553924619999999,0.216964,0.08709834080000001,5349299302.47305,4793560558.02156,1086601529.2310276,11.2163,21.152379,48.47623,0.869766,1.2369,48.47623,0.167554,0.167564,0.167564,56.68,56.6794,56.682167
0.898555,0.333112864,0.586008,0.001504180448,-3.170577045022194e-08,4829787571.337983,1280656851.3581882,12.5891,23.154863,57.026053,1.5942,24.471695,61.505692,0.210854,0.21086,0.21086,78.067,78.068993,78.068827
0.847661,0.002110473868,0.350216,0.0886059528,2704519023.4622703,2776961318.9600506,1537483831.6654775,8.5083,25.963242,35.276461,1.36511,15.437657,35.276461,0.224529,0.224568,0.22457,46.0818,46.075429,46.088066
0.347359,0.088147992,0.12845,0.22886433280000001,2882156943.563729,3495986049.461002,6890045480.876606,4.63876,40.659439,40.659243,4.74406,40.659439,40.659243,0.168411,0.168422,0.168422,47.6171,47.610787,47.611016
0.614835,0.00812126614,0.431821,0.001124697476,-3.170577045022194e-08,-3.170577045022194e-08,3418387453.0891204,1.40354,49.030348,73.580208,1.14133,44.395331,70.818688,0.086317,0.086317,0.086317,89.6882,89.688269,89.688268
0.867191,0.325095396,0.301672,0.0801995966,332767596.7025999,784581800.8877616,6718217751.048411,1.15771,12.836745,12.83663,2.80123,12.836745,12.83663,0.106812,0.102854,0.10352,13.1577,13.652278,13.66302
0.127208,0.02176430316,0.126162,0.339641644,-3.170577045022194e-08,-3.170577045022194e-08,2743542509.922595,1.1899,19.822191,62.602775,2.89117,27.492778,65.523821,0.124193,0.124194,0.124194,92.7567,92.757081,92.757079
0.524655,0.015896790799999998,0.233088,0.13389013859999999,4043782498.4147115,5429258084.971465,3834006514.604266,4.21161,54.621915,56.889934,2.34275,43.412039,56.889934,0.150414,0.150418,0.150418,64.64,64.637579,64.640997
0.650097,0.0147427422,0.448256,0.01254241718,2732991756.499683,3016025364.61636,1199640937.903671,1.80529,23.822861,42.373022,1.4788,14.881151,42.373022,0.080938,0.080942,0.080943,44.046,44.039643,44.047594
0.497972,0.0744653092,0.3092,0.02443801204,1786106531.3887126,2177507609.384908,3509595171.7775307,0.959813,28.180165,28.165701,2.32516,28.180165,28.165701,0.292498,0.292636,0.29264,43.0723,43.058433,43.080964
0.406824,0.0177872984,0.406004,0.0615417942,4195291693.088142,4807872542.80279,3956337869.3597827,5.83394,52.129999,54.696233,0.891197,47.205708,54.696233,0.287433,0.28744,0.28744,82.5524,82.551205,82.554094
0.962628,0.22073521319999997,0.381189,0.775902924,953650602.4096385,799888078.6303108,6457228370.846872,4.81834,19.30362,19.304597,4.67366,19.30362,19.304597,0.29917,0.298772,0.298963,29.9704,29.967229,29.980037
0.790851,0.2683110954,0.600551,0.002405435948,716590044.3880787,604766645.5294864,2127982954.2131243,3.70174,18.824639,18.798702,11.2335,18.824639,18.798702,0.294204,0.294108,0.294832,28.8846,28.843829,28.935736
0.571217,0.0538602272,0.122089,0.0460931868,1382221623.335447,2345647114.774889,2481064128.5744715,5.37598,30.117936,30.078275,8.93437,30.117936,30.078275,0.070754,0.070758,0.07076,31.031,30.982197,31.023109
0.66397,0.0527260488,0.222604,0.1652945166,85004121.75015853,313773.0500951173,4489802408.568922,1.11283,4.046503,3.64413,9.28578,4.046503,3.64413,0.032905,0.000104,0.002175,4.21879,3.644129,4.046615
0.357297,0.0852081486,0.220244,0.1815723106,935574825.6182625,629633481.2935954,5740543265.914809,2.28628,10.315216,10.287917,4.05247,10.315216,10.287917,0.237964,0.240377,0.240649,13.9384,13.90712,13.952463
0.917789,0.001775884932,0.658445,0.00729592742,-3.170577045022194e-08,-3.170577045022194e-08,3987882875.256605,9.54836,39.622491,53.642868,14.311,54.414346,72.344681,0.095725,0.095725,0.095725,77.8922,77.892231,77.892228
0.724698,0.0402049842,0.133928,0.27225233379999997,3656404565.6309447,3883880786.3031073,6743814640.281251,1.71046,46.083503,46.08276,6.29507,46.083503,46.08276,0.085118,0.085123,0.085123,48.0957,48.087528,48.088305
0.122218,0.001819911618,0.116715,0.00565382886,5547628408.370323,5639990488.268865,2848345786.9484477,11.3663,37.453875,61.061637,9.3949,35.917475,61.061637,0.268807,0.268807,0.268807,88.1075,88.10708,88.107504
0.182277,0.01227372792,0.134048,0.001742802626,-3.170577045022194e-08,-3.170577045022194e-08,5488052507.359507,1.60692,53.639355,64.086713,0.897165,50.865868,61.797472,0.120006,0.120006,0.120006,85.5098,85.509842,85.509842
0.451556,0.339960198,0.284925,0.1436180208,1348463855.4216866,1372507609.384908,4019934489.5495396,0.813364,19.170057,19.144679,4.19408,19.170057,19.144679,0.220284,0.22378,0.223904,24.7238,24.963475,25.003149
0.610922,0.390708058,0.305291,0.2054881464,1177547558.6556754,2237490171.2111607,1750539036.5510201,3.03648,26.565226,26.538699,1.12571,17.517306,26.538699,0.193313,0.193883,0.193994,32.527,32.567241,32.606826
0.434997,0.011454444880000001,0.125495,0.0662690094,1557616043.1198478,2026666455.2948637,4007099199.8319845,1.00163,19.826418,19.785581,4.52448,19.826418,19.785581,0.263366,0.263454,0.263456,28.288,28.19148,28.249821
0.998857,0.2528520798,0.375105,0.037820875600000005,1923195941.6613824,1333665821.1794546,5291899808.696812,0.997883,27.635384,27.631919,13.6262,27.635384,27.631919,0.08769,0.088104,0.088242,28.7906,28.919751,28.927411
0.351034,0.374956982,0.299308,0.318721162,627514584.6544071,708905833.8617629,3585166647.6596255,3.18045,13.209217,13.165509,2.65354,13.209217,13.165509,0.187659,0.189952,0.190926,15.9262,16.034828,16.117991
0.486615,0.01142123326,0.48542,0.0040644020999999995,518407419.15028536,891997146.4806595,3617939950.3295884,14.1161,15.301443,15.24059,3.28271,15.301443,15.24059,0.245379,0.245372,0.245397,20.9851,20.833165,20.9175
0.929116,0.65101714,0.151821,0.01606092496,5504432466.708941,4571135066.582118,3622405360.748179,1.06149,36.714935,46.48131,1.63374,36.950361,46.48131,0.233816,0.233944,0.233956,61.9249,61.94977,61.954604
0.977211,0.23016188840000001,0.146325,0.039131678,955403297.4001268,2105990488.2688649,6815076845.389011,2.15977,17.421655,17.419748,1.95572,17.421655,17.419748,0.16635,0.165748,0.165848,20.3221,20.303559,20.309273
0.437654,0.02853083168,0.228113,0.0013193276619999999,-3.170577045022194e-08,-3.170577045022194e-08,4435564234.465942,1.25373,53.764196,71.328994,12.0177,53.919504,70.517058,0.089092,0.089092,0.089092,77.8274,77.827634,77.827633
0.495087,0.0575078282,0.317285,0.00339174852,-3.170577045022194e-08,-3.170577045022194e-08,5589890515.788389,1.18813,64.900493,74.181476,4.18461,61.599695,70.7685,0.095566,0.095567,0.095567,91.6085,91.608868,91.608868
0.852529,0.002774996436,0.514156,0.3132779888,-3.170577045022194e-08,-3.170577045022194e-08,4301711819.152763,2.49988,43.454023,56.196233,2.77776,57.868597,76.364415,0.136901,0.136903,0.136903,94.6458,94.646883,94.646872
0.145584,0.00927234998,0.126583,0.088110144,-3.170577045022194e-08,-3.170577045022194e-08,5447767277.414963,1.22437,52.389558,63.125206,2.96556,54.919281,65.589525,0.00358,0.00358,0.00358,67.9605,67.960749,67.960749
0.354196,0.1989281418,0.115779,0.2158348434,2790091946.734306,2910918199.1122384,2563780018.2443027,2.77637,35.203777,38.076042,11.0132,33.51882,38.076042,0.241031,0.241053,0.241054,51.5571,51.548207,51.560972
0.758869,0.0082313092,0.395546,0.001508933526,3545805326.5694356,3608151553.582752,6204377772.93116,6.7855,44.772638,44.771553,1.14532,44.772638,44.771553,0.252326,0.252327,0.252327,62.1785,62.172223,62.173735
0.991098,0.0367289608,0.888024,0.28678028860000004,26967755.231452126,159375.96702599872,3940823942.5656147,1.17239,2.305411,1.050001,2.02039,2.305411,1.050001,0.187454,0.0,0.0,3.28662,1.049999,2.305409
0.622747,0.001453246502,0.113444,0.00385264254,317826886.4933418,2752697.2098922003,2377767754.4309883,4.96351,4.839999,3.753879,7.73842,4.839999,3.753879,0.073886,0.070658,0.073423,5.44394,3.866353,4.996613
0.346382,0.13439730179999998,0.317355,0.138455869,3302083069.1185794,3557130627.774255,3155402424.32966,13.889,46.342362,48.290086,8.5025,44.198619,48.290086,0.275067,0.27507,0.27507,70.7303,70.726439,70.731022
0.967288,0.07569852319999999,0.891522,0.0506005682,2753272035.5104628,2533883639.822448,2768624067.494586,1.90202,33.122336,33.116154,1.73828,33.122336,33.116154,0.085678,0.085743,0.085791,34.5551,34.577906,34.585987
0.345624,0.0033794794600000002,0.196803,0.0100257775,-3.170577045022194e-08,-3.170577045022194e-08,4987852737.58028,12.4188,60.345889,73.232733,1.81982,51.222404,64.888105,0.020853,0.020853,0.020853,92.2876,92.28762,92.28762
0.552474,0.425846772,0.332857,0.490172602,-3.170577045022194e-08,-3.170577045022194e-08,1640683577.4608116,11.8696,35.550289,78.321646,5.03473,25.034655,71.608455,0.127546,0.127548,0.127548,96.2375,96.238411,96.238324
0.615126,0.646819166,0.610299,0.0603590442,2466809448.3195944,2778073557.3874445,1811141107.9884272,12.1241,39.638176,47.003142,7.68856,36.521197,47.003142,0.03296,0.032961,0.032965,47.3111,47.30955,47.316187
0.147967,0.02103667536,0.130917,0.0989482342,5757568167.406468,5125570703.868104,6809809440.133066,1.01963,54.652372,54.652315,4.49577,54.652372,54.652315,0.294302,0.294304,0.294304,83.8971,83.896819,83.896907
0.710524,0.00318125056,0.553483,0.555801034,1163024096.3855422,885527266.9625872,1750099627.2440753,3.96782,24.497425,24.466341,2.14617,24.497425,24.466341,0.06386,0.064163,0.064306,25.0007,25.070892,25.105442
0.273143,0.1812278938,0.133378,0.7367838619999999,5102181357.006975,4514774889.029803,4381239499.918023,0.930027,46.714527,53.140704,9.86303,51.577082,53.140704,0.230914,0.230931,0.230931,70.3606,70.362923,70.364626
0.688076,0.08422851619999999,0.197288,0.2884468622,3383963221.3062778,4273012048.192771,3899883703.5314803,0.986886,45.310151,45.303532,1.46243,41.498906,45.303532,0.154748,0.154794,0.154795,51.8381,51.839401,51.84706
0.851975,0.0278603859,0.123354,0.003038134656,-3.170577045022194e-08,-3.170577045022194e-08,3838122653.0062804,2.70896,40.986316,56.271881,1.14681,35.430145,62.381784,0.053947,0.053948,0.053948,81.3965,81.396616,81.396607
0.195556,0.0783677534,0.166115,0.010502536140000001,-3.170577045022194e-08,-3.170577045022194e-08,6986148262.578718,1.56897,64.254646,64.354158,3.47623,66.490544,66.54038,0.124024,0.124025,0.124025,75.7675,75.767893,75.767893
0.485328,0.2270365898,0.129894,0.43676592,4542983512.999366,5780767279.644896,4213711314.272955,12.2373,59.114206,62.072216,9.2495,49.827344,62.072216,0.231157,0.231159,0.231159,82.2328,82.229518,82.23329
0.627319,0.503857808,0.603665,0.00469053418,81722891.56626506,496623969.56246036,6409180322.6685705,2.12522,8.399784,8.453968,2.26482,8.399784,8.453968,0.276507,0.157626,0.167511,11.0121,9.718915,9.820304
0.189571,0.007537744600000001,0.133757,0.1153351566,2315404565.6309447,3049450221.940393,5750186454.339723,12.5193,34.090822,34.089462,3.50291,34.090822,34.089462,0.219321,0.219332,0.219333,44.0398,44.035326,44.037087
0.752584,0.0379028796,0.496445,0.0334043294,2273021559.9239063,2179343373.493976,3816127086.105079,2.00467,34.399362,34.390941,1.08725,34.399362,34.390941,0.093362,0.0934,0.093404,36.1956,36.192493,36.201492
0.886119,0.004004003000000001,0.512475,0.2916816046,414641407.73620796,215504660.74825618,5473991109.454433,5.10272,11.229353,11.20767,1.2682,11.229353,11.20767,0.213939,0.212474,0.214106,14.3161,14.272984,14.348737
0.809951,0.00570154888,0.615483,0.0205793769,877584020.2916931,784957514.2675967,5590728444.242006,1.7403,17.231995,17.215698,2.4341,17.231995,17.215698,0.19468,0.194818,0.19485,21.2354,21.164691,21.186043
0.479807,0.00294250853,0.159258,0.02812443878,1045609067.8503487,1903115409.0044389,1512963286.1048968,2.20915,16.277737,16.159341,2.66546,7.090771,16.159341,0.235628,0.235725,0.235732,21.7845,21.621068,21.7798
0.407967,0.001011506724,0.209214,0.787345636,1203270767.279645,644920735.5738745,3547187253.657613,2.70855,16.607994,16.562069,2.90374,16.607994,16.562069,0.09776,0.098272,0.098379,17.5245,17.522652,17.573328
0.757329,0.46224077799999996,0.495812,0.0012547621280000001,166478218.1357007,843740646.7977172,4108971246.3223543,4.24693,11.881703,11.960283,2.3328,11.881703,11.960283,0.226062,0.206041,0.216085,15.362,15.033466,15.244639
0.910859,0.0916470396,0.242761,0.002975060964,-3.170577045022194e-08,6323443246.670894,5752539023.538827,1.35056,47.780926,53.541222,2.20278,58.645607,63.121825,0.097627,0.097632,0.097632,66.733,66.735213,66.735235
0.303308,0.010714358779999999,0.143783,0.386800252,1582925491.439442,1442954977.8059607,2215862677.1238384,2.15288,17.16326,17.114801,1.60947,17.16326,17.114801,0.033901,0.034223,0.034236,17.1921,17.235078,17.28397
0.24131,0.15561709840000001,0.163914,0.1551118276,4638703233.988585,4864546607.482562,5332999496.53847,1.56002,49.770033,49.769102,1.85728,49.770033,49.769102,0.279573,0.279587,0.279587,73.6889,73.690275,73.691662
0.903842,0.02115725278,0.75989,0.75107779,-3.170577045022194e-08,-3.170577045022194e-08,5483849901.1547365,4.21975,47.289851,54.055119,1.05814,56.697424,65.03144,0.138391,0.138414,0.138414,95.4479,95.458144,95.458057
0.953056,0.00205156661,0.707927,0.00603369662,-3.170577045022194e-08,-3.170577045022194e-08,4912505506.630081,1.44022,41.022245,50.637429,1.53545,54.655321,66.185382,0.04563,0.04563,0.04563,90.3151,90.315184,90.315181
0.265042,0.34119341200000003,0.164243,0.061134928199999994,6789556119.2136965,6923912492.073558,6502299259.727362,8.05769,67.89254,70.199575,12.3676,66.441587,70.199575,0.153981,0.153982,0.153982,80.2204,80.220678,80.220758
0.394386,0.0062988534,0.21189,0.002416522258,-3.170577045022194e-08,-3.170577045022194e-08,2404334844.212716,12.6532,40.267503,73.749483,6.57096,32.557916,68.670429,0.062452,0.062452,0.062452,78.9348,78.934807,78.934806
0.668185,0.041870296200000004,0.541457,0.0297977304,237644831.95941663,345807545.97336715,6729997413.524777,4.94962,9.550406,9.534751,3.76729,9.550406,9.534751,0.02749,0.025841,0.02593,9.86631,9.572954,9.588934
0.47273,0.002075666324,0.345556,0.00576421886,4116284083.703234,4239362714.0139503,3616491847.3932047,2.8702,50.606293,55.367887,11.5576,49.74381,55.367887,0.12677,0.12677,0.12677,60.7196,60.716887,60.719635
0.931603,0.0081418933,0.19182,0.0028224609819999997,-3.170577045022194e-08,6719616360.177552,2899713716.4828396,1.88235,32.067363,52.225072,6.21882,36.837793,66.197123,0.027774,0.027774,0.027774,66.5034,66.503519,66.503517
0.234974,0.437753122,0.234758,0.00385863514,4153081800.8877616,4312656943.563728,1953193805.083077,1.48988,17.134118,45.329144,1.06232,13.150611,45.329144,0.114584,0.114624,0.114625,48.8994,48.907664,48.909855
0.748682,0.23440528,0.621995,0.001240219034,658254597.3367153,886055485.0982879,4814449434.464049,1.14142,18.255551,18.237919,1.99822,18.255551,18.237919,0.117739,0.119181,0.119617,19.6069,19.794733,19.825303
0.807506,0.016720899459999997,0.229998,0.002281900076,542138554.2168674,977653138.8712746,4632612220.16823,8.0744,14.914278,14.862418,13.2386,14.914278,14.862418,0.180281,0.18011,0.180195,17.9407,17.771543,17.836319
0.902074,0.830457662,0.590965,0.1147813142,-3.170577045022194e-08,5022013316.423589,4150658250.7136073,3.33415,43.375309,57.903532,1.00985,55.231368,62.286351,0.287613,0.287655,0.287658,94.0433,94.05656,94.05712
0.328985,0.01644315822,0.299796,0.27579269879999996,-3.170577045022194e-08,-3.170577045022194e-08,1555831763.3769126,1.20098,12.650635,68.088174,5.13367,22.499438,71.166047,0.116376,0.116377,0.116377,84.2715,84.272022,84.272004
0.860951,0.015612678480000001,0.367889,0.0067691148,2770786.3031071657,657071972.098922,1011902454.6015041,11.229,8.571464,8.309452,5.98953,8.571464,8.309452,0.193367,0.186175,0.19264,10.4946,10.048389,10.493385
0.282378,0.002921900294,0.141191,0.665822016,-3.170577045022194e-08,-3.170577045022194e-08,1572937956.618369,1.0074,7.419408,66.675082,1.7096,3.810078,64.167402,0.127446,0.127448,0.127448,99.3332,99.334198,99.334181
0.506047,0.376306894,0.123754,0.0063624380400000005,5887761572.606215,-3.170577045022194e-08,5131913223.69407,11.6034,66.089466,71.617645,6.50296,55.41494,68.055379,0.213086,0.213087,0.213087,91.3212,91.320117,91.321461
0.716061,0.48842844,0.24103,0.00339931812,-3.170577045022194e-08,-3.170577045022194e-08,3303670639.297233,2.17958,44.000522,66.264795,2.02563,37.911159,66.632849,0.098606,0.09861,0.09861,87.0549,87.057366,87.057263
0.936586,0.0868649448,0.351718,0.00452542228,918630310.7165505,1718108433.7349398,6043371891.332904,2.5838,18.072143,18.066386,1.10441,18.072143,18.066386,0.206756,0.206571,0.206755,22.7596,22.732816,22.748504
0.876492,0.0078130888,0.286937,0.02756214366,-3.170577045022194e-08,5931832593.532022,4844336367.568438,6.31223,45.679038,55.324183,1.39352,52.403609,60.860276,0.241454,0.241455,0.241455,82.4676,82.467763,82.467907
0.554953,0.48994235999999997,0.481238,0.06557607559999999,870589727.3303741,1106962587.1908689,2007283054.9185863,3.23707,22.775926,22.744293,4.52069,22.775926,22.744293,0.154609,0.154995,0.155274,26.0084,26.03419,26.082313
0.412888,0.208772722,0.188247,0.446820872,3260951173.113507,4876867469.8795185,5099343050.18601,14.3053,49.645263,49.643009,1.36167,49.645263,49.643009,0.042832,0.042844,0.042844,50.1857,50.189833,50.192116
0.534243,0.0017826754939999998,0.143595,0.00291880622,962103360.8116677,1290485098.2878883,2662977469.2256565,0.807378,10.156232,9.76744,7.30891,10.156232,9.76744,0.124465,0.124648,0.124685,11.2453,10.679649,11.105309
0.640762,0.034342329,0.560759,0.00877486956,-3.170577045022194e-08,-3.170577045022194e-08,5578080344.654436,6.59196,65.165508,73.282758,3.66952,67.564481,76.444025,0.028247,0.028247,0.028247,90.7799,90.779992,90.77999
0.424691,0.3102949356,0.233358,0.01246514418,3521204819.2771087,4246867469.879518,4078990866.2568903,6.81913,50.375041,50.372121,5.63832,48.481053,50.372121,0.197233,0.197238,0.197239,62.2219,62.219066,62.222731
0.431961,0.14069804760000001,0.265184,0.585388708,1633194990.4882689,1913095751.4267597,5305147968.974007,0.807624,20.75699,20.745232,0.854954,20.75699,20.745232,0.287341,0.290628,0.290654,31.2932,31.55707,31.576997
0.748027,0.67186508,0.125536,0.28491627459999996,66140107.79961953,150773.90615091947,6516027749.247265,1.32805,4.188007,4.009474,5.72368,4.188007,4.009474,0.078731,0.0,4.48165e-09,5.37075,4.009473,4.188006
0.755794,0.014680103759999999,0.320863,0.5655122,3976515535.8275204,3654292961.31896,5967958319.400559,9.21427,47.970786,47.969474,4.58519,47.970786,47.969474,0.190953,0.190971,0.190971,58.5384,58.537777,58.539411
0.225766,0.002654337012,0.189899,0.0027188899299999997,1035015852.885225,1269592897.9074192,1981865303.772685,10.8293,14.037724,13.986372,7.97133,14.037724,13.986372,0.069066,0.069068,0.06907,14.4478,14.38685,14.439693
0.545927,0.33616909,0.459358,0.0512121288,1083024730.5009513,1620285351.934052,2379045507.657753,3.92594,25.438068,25.41344,1.47033,25.438068,25.41344,0.158652,0.158909,0.159001,29.2719,29.278464,29.311361
0.709151,0.49450304399999995,0.20195,0.0021464893940000003,3484511731.1350665,3558084971.4648066,2436287328.631018,2.72989,38.148269,46.99824,12.7002,36.091465,46.99824,0.007706,0.007708,0.007709,47.011,47.014993,47.021904
0.380488,0.0474588688,0.104827,0.007405812780000001,1443059606.8484464,163016.26506024096,3432271130.6357675,1.05943,13.25256,13.142248,13.7561,13.25256,13.142248,0.275048,0.275982,0.276025,19.4723,19.290561,19.454485
0.155234,0.6751957040000001,0.143853,0.0415138942,3887485732.4032974,3552469879.518072,2609633335.4694433,6.30768,33.037618,46.381116,14.1355,36.801835,46.381116,0.180198,0.180209,0.180209,55.4692,55.469609,55.471545
0.898712,0.0945827828,0.888333,0.0258744698,1192959733.671528,1456521559.923906,3064251067.1110325,13.9492,24.921991,24.913066,5.75683,24.921991,24.913066,0.150946,0.150753,0.150931,28.3364,28.321107,28.339337
0.319799,0.349863758,0.20647,0.0730494786,1435041851.6169944,1689726696.2587192,1732403661.5541205,2.02017,17.99138,17.953504,3.07901,17.99138,17.953504,0.230686,0.23209,0.232206,23.768,23.831835,23.888133
0.394827,0.01012301532,0.273048,0.034233516,1792917564.9968295,1296869689.2834496,5402049125.494715,1.06532,22.073281,22.063666,10.8357,22.073281,22.063666,0.180688,0.180738,0.18074,26.4451,26.412771,26.424361
0.378542,0.0011464096119999999,0.123314,0.0353487704,1163987634.7495244,2450058972.7330375,1525687044.4105902,2.97382,14.247823,14.113191,0.84679,2.114254,14.113191,0.053163,0.05341,0.053412,14.4619,14.354791,14.491755
0.943398,0.002042208692,0.624224,0.099975492,-3.170577045022194e-08,4318478123.01839,4102729547.9984,1.48252,37.875582,51.368708,4.11297,56.184216,58.299571,0.039421,0.039422,0.039422,58.8429,58.843242,58.84411
0.989491,0.001414083284,0.459692,0.010330958539999999,4235240963.8554215,2386210209.258085,2927394134.851985,2.74901,29.64948,36.365426,1.64058,36.371226,36.365426,0.214878,0.214883,0.214883,46.549,46.541956,46.549432
0.523,0.0710321802,0.307491,0.0628248414,1499296766.011414,2727127140.1395054,3136045250.527196,14.6986,34.277784,34.266624,1.89675,34.277784,34.266624,0.212332,0.212354,0.212356,43.6435,43.627795,43.642242
0.881559,0.500766888,0.261975,0.007417451039999999,5401775523.145212,4353237159.162968,5497004688.509603,12.366,51.150868,51.149141,3.81408,51.150868,51.149141,0.027206,0.027207,0.027208,51.373,51.376322,51.378075
0.763875,0.002946192402,0.564701,0.004150853239999999,4218804692.4540267,3050610970.1965756,6616753346.834053,5.20597,48.405898,48.405456,3.58951,48.405898,48.405456,0.171184,0.171184,0.171184,56.9616,56.957128,56.957649
0.324435,0.0305781877,0.268812,0.1088984734,-3.170577045022194e-08,-3.170577045022194e-08,5624001257.288279,8.36955,63.581224,72.356041,11.9694,63.417652,72.171505,0.152154,0.152154,0.152154,87.3777,87.377791,87.377791
0.5526,0.0082529141,0.434305,0.0386992646,4901331642.35891,4989879518.072289,3640620019.686694,1.00927,50.732223,61.43359,5.40674,50.569155,61.43359,0.245315,0.245316,0.245316,83.968,83.96622,83.968315
0.901888,0.00225454228,0.400774,0.0769140748,2990249207.3557386,2104158211.7945466,2755528316.6729784,1.52839,32.255902,34.020387,4.51002,34.029889,34.020387,0.144647,0.144659,0.144661,38.3127,38.304043,38.314858
