Pri_dMass,Pri_dTidalTau,Sec_dMass,Sec_dTidalTau,Pri_LockTime,Sec_LockTime,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal,Sec_ProtInitial,Sec_ProtAge,Sec_ProtFinal,Initial_Ecc,Final_Ecc,Age_Ecc,Initial_Porb,Final_Porb,Age_Porb
0.600668,0.0030738221659999997,0.100913,0.0454794184,1117784717.818643,2579963221.3062778,4662539814.500673,4.63392,25.629697,25.593747,4.65907,25.629697,25.593747,0.163089,0.163096,0.163096,29.7984,29.695336,29.737061
0.923681,0.1418864748,0.579135,0.979534626,846750792.6442612,250590329.74001268,6088316275.06587,1.37781,19.592152,19.592176,11.4193,19.592152,19.592176,0.111842,0.110522,0.110974,20.9166,21.029951,21.041723
0.770668,0.210851208,0.468292,0.0670972498,2049186746.9879518,1866130310.7165504,2106175006.4289746,1.62458,32.577542,32.564957,3.05303,32.577542,32.564957,0.14697,0.147158,0.147201,36.7871,36.808875,36.825599
0.75842,0.716632956,0.165368,0.027786046119999998,6767840837.03234,5972450856.055802,3109832976.9375057,3.45,41.13411,62.820375,8.69863,40.146386,62.820375,0.059999,0.060006,0.060006,64.1733,64.177915,64.178031
0.875839,0.001371696678,0.700483,0.02478927302,1080757450.8560557,651715599.2390615,1485781088.5928009,1.3746,18.976799,18.931078,8.57948,18.976799,18.931078,0.096646,0.096596,0.096676,20.0415,19.991876,20.041912
0.292754,0.756310276,0.12161,0.0012858984159999998,3210177552.3145213,4524292961.31896,6983615239.366791,4.05766,42.094301,42.094277,0.968499,42.094301,42.094277,0.282618,0.282646,0.282646,62.7922,62.791082,62.791119
0.533677,0.0524286266,0.48372,0.005142565460000001,983775523.1452124,1262835764.109068,4453212131.1278305,1.6752,18.015092,17.981592,1.14537,18.015092,17.981592,0.139322,0.139728,0.139774,20.1343,20.093391,20.13224
0.115388,0.001524347124,0.108032,0.08498106059999999,4797285986.049461,3404381737.4762206,6485615371.486001,0.939929,44.038272,44.038043,13.3396,44.038272,44.038043,0.15211,0.152111,0.152111,50.1732,50.171895,50.172156
0.520573,0.0070503254400000005,0.24644,0.9927404240000001,2127981293.5954344,2975276791.3760304,6399272690.225102,13.0711,41.542416,41.541144,6.39182,41.542416,41.541144,0.130275,0.130303,0.130303,45.7862,45.781837,45.783259
0.219235,0.0545418066,0.158548,0.11988353999999998,1093857958.148383,522845275.8402029,5892280962.471547,1.30017,8.130008,8.117073,1.90809,8.130008,8.117073,0.164419,0.170949,0.171221,9.32521,9.547116,9.566935
0.642857,0.566035764,0.163986,0.335702298,1993755865.5675333,3713655675.3329105,6616313616.766677,8.03027,38.304284,38.302841,1.1997,38.304284,38.302841,0.111854,0.111914,0.111915,41.1883,41.185101,41.186717
0.360619,0.0183114932,0.311331,0.001198460074,631070386.8103995,1672090044.3880787,2974331005.354377,10.4975,10.696366,10.597681,0.830313,10.696366,10.597681,0.225469,0.2255,0.225609,14.0517,13.869379,14.001794
0.354494,0.002569907586,0.306806,0.0030637924459999996,-3.170577045022194e-08,6887086239.695624,5897515887.861583,2.01464,62.334493,69.485596,7.57788,64.807844,71.984391,0.05799,0.05799,0.05799,73.4372,73.437199,73.437219
0.845147,0.1505098262,0.330245,0.00899659576,4874670259.987318,4247187698.161065,2113876082.4245822,13.8787,31.503651,48.690173,1.22173,24.355442,48.690173,0.211065,0.211068,0.21107,61.8303,61.828521,61.831679
0.463621,0.0051703522,0.274121,0.058839762399999995,580505707.038681,1543316.7406467977,4067445708.767708,3.17511,6.109034,6.006155,7.76508,6.109034,6.006155,0.215854,0.207503,0.211231,7.93701,7.571742,7.760067
0.752091,0.01905656262,0.380885,0.0606709748,6394727330.374128,5430038046.9245405,6999469459.045822,1.49307,60.246638,60.246638,1.78685,60.246638,60.246638,0.113655,0.113658,0.113658,64.9223,64.922833,64.922833
0.884165,0.139006242,0.129791,0.01311792756,-3.170577045022194e-08,5575710209.258085,4012889390.544643,6.16738,41.19765,55.11191,4.95628,45.264297,58.335413,0.041349,0.041349,0.04135,58.933,58.933924,58.933904
0.210424,0.0011273783759999999,0.122366,0.060416131600000006,1683863031.071655,362782498.4147115,1806551164.5462089,1.01271,6.429869,6.35132,2.49147,6.429869,6.35132,0.080092,0.080277,0.080852,6.61356,6.597037,6.682203
0.556694,0.47147569,0.497958,0.02865068368,5405764109.06785,5618433734.939759,1450928550.1438754,6.08024,31.211572,68.401207,5.34281,29.142203,68.401207,0.187864,0.187868,0.187869,82.9796,82.980022,82.981056
0.676683,0.08185418500000001,0.358551,0.002331070936,414949270.7672796,930367152.8218136,4267149658.3897886,2.32871,11.282801,11.198101,4.96531,11.282801,11.198101,0.164586,0.16349,0.165118,13.1682,13.001425,13.136382
0.984756,0.00532811528,0.694168,0.002301271944,43036081.16677235,103304692.45402664,5446136114.2020645,0.986459,2.50165,1.920321,1.02142,2.50165,1.920321,0.107087,0.0,2.0944e-07,3.54946,1.920318,2.50165
0.834787,0.4587493,0.597345,0.002137878974,1428098604.9461002,1154399492.7076728,1697429813.1365106,3.38548,27.217203,27.20586,6.20435,27.217203,27.20586,0.299623,0.299787,0.30001,42.3291,42.3404,42.381717
0.158523,0.0016079596640000001,0.138801,0.00412931142,5068278376.664553,4582555485.098288,5104761123.835533,1.76972,51.394512,51.39379,5.79455,51.394512,51.39379,0.228974,0.228974,0.228974,67.7639,67.762846,67.763797
0.550383,0.002050216698,0.390878,0.0748592438,1273887444.5149016,1365007609.384908,2088614251.1573875,2.07144,24.557319,24.527553,6.10619,24.557319,24.527553,0.247523,0.24755,0.247557,33.7368,33.692818,33.734291
0.409219,0.001310263066,0.173788,0.001047714644,5001452124.28662,6570421686.746988,1580471312.5003016,12.7425,31.254538,62.276911,1.94056,6.151351,62.276911,0.266451,0.266451,0.266451,89.3638,89.361994,89.363806
0.719537,0.317267168,0.348355,0.02891426346,-3.170577045022194e-08,-3.170577045022194e-08,6503743757.340834,10.9391,64.71772,67.182187,1.44631,65.378726,68.735407,0.029498,0.029499,0.029499,93.3075,93.308068,93.308061
0.282743,0.02597738482,0.275721,0.001269302068,2994586873.8110337,3200808497.1464806,1133069235.5212302,5.84078,13.434025,40.898592,3.66799,8.12959,40.898592,0.174286,0.174287,0.174287,48.3954,48.390458,48.395644
0.860314,0.02750250152,0.208547,0.01186168936,3857631578.9473686,3380494610.0190234,2323972813.5274706,11.8089,32.17805,42.151334,5.2584,30.396468,42.151334,0.121011,0.121011,0.121012,45.8679,45.861033,45.868306
0.425182,0.001503382486,0.123921,0.03030148728,927954343.6905516,1727147114.774889,1288661487.9651964,2.78453,9.842965,9.542829,2.00738,3.917636,9.542829,0.252553,0.253193,0.253237,13.6912,13.277953,13.696967
0.832136,0.11868281220000002,0.16259,0.02460101076,-3.170577045022194e-08,6073801521.876982,6773174899.867025,6.63655,57.065135,58.088172,5.73139,62.292625,62.292615,0.037216,0.037217,0.037217,62.8097,62.810342,62.810352
0.927518,0.1131693048,0.3802,0.011385056880000001,0.0,1819584.3373493976,5874886548.920849,4.09674,2.620784,2.176526,6.35726,2.620784,2.176526,0.057869,0.0,0.0,4.15932,2.176525,2.620775
0.797964,0.030667035880000002,0.700021,0.26869935279999996,4707450856.055802,3409289790.741915,5281433153.481546,4.13246,49.215404,49.213866,14.3491,49.215404,49.213866,0.195509,0.195512,0.195514,60.5857,60.584289,60.586414
0.680323,0.058761227799999996,0.395992,0.040814967800000004,1112614774.8890297,1718172162.3335447,5442100843.085738,1.01185,21.012801,21.000209,1.01746,21.012801,21.000209,0.264482,0.26513,0.265151,30.0424,30.039966,30.059498
0.659417,0.2586519704,0.41831,0.0020775398,5126274571.972099,5346534559.289791,2866526257.969305,13.4336,46.099486,62.677969,3.98228,41.958302,62.677969,0.156461,0.156462,0.156463,71.9183,71.917511,71.918988
0.22243,0.07905059440000001,0.213561,0.02482216924,6313715916.296766,6347045022.194039,5331628529.924938,1.3711,53.586226,60.99903,1.3797,53.428852,60.99903,0.201468,0.201471,0.201471,75.9753,75.97585,75.976145
0.103518,0.00345801406,0.100115,0.078373746,2105638871.274572,422594.48319594166,5460788926.16738,1.57348,6.787001,6.777588,7.32796,6.787001,6.777588,0.056945,0.056517,0.056587,6.90007,6.907514,6.917428
0.509004,0.00798826196,0.163827,0.00568029092,1267106214.3310082,2821384590.995561,5192160647.840614,5.52437,26.98421,26.970288,1.36484,26.98421,26.970288,0.020326,0.020327,0.020327,27.0793,27.037153,27.05111
0.528068,0.003021166136,0.433046,0.0338474664,1980956563.0944831,2315604311.9847813,3833655345.652761,3.85408,36.501366,36.493772,3.26566,36.501366,36.493772,0.245169,0.245175,0.245176,49.8781,49.863186,49.873607
0.934564,0.0729744134,0.332878,0.0058703825,594551363.3481294,1212827837.6664553,3805227728.01986,1.27484,13.391568,13.363091,2.99018,13.391568,13.363091,0.191629,0.191656,0.193799,16.291,16.328556,16.430943
0.821899,0.35657547,0.365743,0.177409346,833586873.8110336,1386226062.14331,6267877257.412711,1.59243,18.465929,18.463445,1.64134,18.465929,18.463445,0.295982,0.298222,0.298393,28.4355,28.62196,28.638049
0.782986,0.327410432,0.490213,0.0015125574720000002,2681495561.192137,2435909004.438808,1762928349.6674056,1.12608,28.293027,36.790273,0.984669,27.072413,36.790273,0.274593,0.274832,0.274857,53.8224,53.852932,53.867191
0.478274,0.00503895656,0.106165,0.00672628348,4079324667.0894103,4961876981.610653,6172292619.248358,2.15664,54.564383,54.56287,6.50161,54.564383,54.56287,0.241543,0.241543,0.241543,73.9562,73.949053,73.951104
0.468628,0.0907065168,0.190595,0.001445279498,3341385542.1686745,4920329740.012682,6221807781.005033,2.23061,47.862619,47.861481,0.85379,47.862619,47.861481,0.270963,0.270969,0.270969,69.4216,69.415463,69.417122
0.873838,0.00268160965,0.452711,0.0848649934,5837257450.856056,3333154724.159797,6190661544.403279,4.2746,50.744798,50.74406,9.0328,50.744798,50.74406,0.228722,0.228723,0.228723,66.8721,66.870052,66.871033
0.427047,0.0197648564,0.103419,0.5143480119999999,703640773.620799,225539.28344958782,1133788467.442431,2.95386,6.513307,6.135266,6.88055,6.513307,6.135266,0.238535,0.230699,0.236131,8.71065,8.119544,8.722519
0.809636,0.09824583840000001,0.614176,0.388203782,202012777.42549145,104148478.12301838,2905582189.287303,3.01773,10.147802,10.316174,0.908877,10.147802,10.316174,0.182695,0.148614,0.176091,11.7354,11.687449,12.045694
0.570995,0.1318618012,0.470002,0.01768845204,1951529486.3665187,2346701648.700063,2538174325.7102323,1.54253,35.162473,35.149317,1.10923,35.162473,35.149317,0.01854,0.018556,0.018557,35.2175,35.221933,35.235128
0.892655,0.00691378878,0.361843,0.1012746246,-3.170577045022194e-08,5564286620.16487,5507127337.667941,2.92702,47.747119,54.216882,0.987162,58.346597,59.292349,0.274305,0.274312,0.274312,86.6814,86.682894,86.683192
0.688501,0.1991760462,0.484993,0.1247476388,2768779961.9530754,3097310716.550412,5626414185.182482,8.53835,43.983618,43.981464,0.855579,43.983618,43.981464,0.101585,0.101628,0.10163,46.7029,46.709787,46.71217
0.952874,0.002175105636,0.209049,0.0013727595760000002,-3.170577045022194e-08,5177305009.511731,4347037648.490854,0.887109,38.278728,50.478955,1.83542,46.650431,53.678386,0.122134,0.122134,0.122134,58.4909,58.490891,58.491029
0.565564,0.356231684,0.185553,0.0078197122,84382530.12048192,435379201.01458466,6600564878.169876,2.64225,4.563733,4.51707,1.78856,4.563733,4.51707,0.270411,0.000114,0.000223,5.66173,4.51707,4.563734
0.155237,0.029529261919999997,0.121373,0.708713262,1886304375.396322,1690738110.3360813,2082335810.072279,3.58135,17.759073,17.737737,2.54636,17.759073,17.737737,0.169941,0.170956,0.170991,20.8022,20.863001,20.889389
0.618844,0.5817963020000001,0.567339,0.853040302,719512999.3658845,636388395.6880152,6332883835.814528,9.5085,25.492523,25.488249,10.6649,25.492523,25.488249,0.003563,0.003546,0.003549,25.4831,25.490172,25.494449
0.959391,0.002421786284,0.138053,0.0033946502,492165504.1217502,2304162650.60241,5050633509.797443,4.88138,11.568267,11.455385,1.01366,11.568267,11.455385,0.030658,0.030629,0.030654,11.8587,11.519871,11.633484
0.831852,0.00780088282,0.744578,0.40025206199999996,401456563.0944832,80128947.36842105,1763372499.0030968,3.50752,11.066583,10.908378,1.82021,11.066583,10.908378,0.008073,0.005503,0.007577,10.8985,10.91036,11.070394
0.748431,0.0736083674,0.568862,0.00666736676,3141153138.8712745,2448779644.895371,3904171597.926678,2.04571,41.89208,41.886755,2.83609,41.89208,41.886755,0.053536,0.053546,0.053547,42.6094,42.607476,42.612929
0.598015,0.0994525588,0.550406,0.07927579,4055025.36461636,132100285.35193405,5106985040.879967,14.0461,7.790612,7.651362,3.14847,7.790612,7.651362,0.001688,0.001042,0.001213,8.05067,7.651411,7.790681
0.808012,0.00880221474,0.109537,0.58535086,-3.170577045022194e-08,-3.170577045022194e-08,2733738977.625267,11.6881,36.844885,59.775345,6.40616,31.327534,68.61907,0.233768,0.233769,0.233769,99.6442,99.644403,99.6444
0.63295,0.255335224,0.571545,0.00431549204,2608174064.679772,2606716867.4698796,4067403110.6784554,3.08835,43.646364,43.641392,2.94574,43.646364,43.641392,0.129551,0.129578,0.129582,48.0474,48.046929,48.052661
0.797713,0.00320026918,0.490612,0.01918508812,6694889029.803424,4191642358.9093213,2316116926.347355,4.18591,33.264456,59.044757,8.80242,41.570747,59.044757,0.02057,0.020571,0.020571,59.1955,59.194669,59.195612
0.414667,0.04883969,0.214828,0.0028031175,-3.170577045022194e-08,-3.170577045022194e-08,3767416681.4556684,2.37026,48.58741,71.295894,8.80345,47.095235,69.426924,0.123298,0.123298,0.123298,80.7234,80.723597,80.723596
0.250406,0.0472402966,0.181562,0.002165974806,1825134749.5244133,2283243183.259353,6527661355.559901,1.16686,14.198887,14.194028,0.888813,14.198887,14.194028,0.249356,0.250169,0.250171,19.6319,19.613958,19.620782
0.117121,0.001245981392,0.116227,0.002016516208,6940805326.569436,6497330374.128091,1973860430.85326,4.20072,13.710643,66.980516,9.67297,23.477651,66.980516,0.250084,0.250084,0.250084,92.539,92.538938,92.539002
0.876313,0.474847316,0.694094,0.1740768296,1577545022.1940393,1779199112.2384274,6336206171.955643,11.0614,31.163924,31.163715,0.879916,31.163924,31.163715,0.205422,0.205668,0.205703,39.091,39.141847,39.144893
0.371544,0.017293823559999998,0.269832,0.46450535000000004,3775221940.3931518,4093566899.17565,2009309990.3852963,1.14251,24.543564,45.417967,1.15865,19.036584,45.417967,0.201014,0.20109,0.201091,56.5154,56.526535,56.530659
0.891576,0.1054300196,0.71296,0.0562834454,324158.5288522511,432934.0519974635,3933475809.69542,4.98393,2.569974,1.836505,6.5425,2.569974,1.836505,0.121057,0.0,0.0,3.35578,1.836501,2.569974
0.534361,0.376868306,0.444913,0.00354910158,-3.170577045022194e-08,-3.170577045022194e-08,4532671249.651409,1.34275,58.566838,75.510389,1.0297,54.386192,71.393878,0.100384,0.100389,0.100389,90.9154,90.918008,90.917994
0.25112,0.446760946,0.123531,0.08236797159999999,-3.170577045022194e-08,-3.170577045022194e-08,3117955652.146647,14.0546,43.977297,71.883957,2.60941,31.740305,65.164022,0.03138,0.03138,0.03138,73.4813,73.481669,73.481663
0.595819,0.00395823846,0.416041,0.2921159104,7001788205.453393,-3.170577045022194e-08,1306990828.91998,3.39483,27.525847,76.223485,6.21307,24.252686,73.309138,0.223372,0.223373,0.223373,99.3044,99.304854,99.304825
0.802629,0.00551565212,0.183241,0.00560743352,-3.170577045022194e-08,-3.170577045022194e-08,4885567083.725719,8.49327,49.75743,59.949341,3.0913,51.431506,65.809947,0.195202,0.195202,0.195202,85.6461,85.646125,85.646124
0.139698,0.012146180159999999,0.133794,0.0993065286,2798767596.7026,3016814838.3005705,4549548263.622409,5.28766,33.706442,33.704189,3.55362,33.706442,33.704189,0.29076,0.290769,0.290769,51.292,51.287708,51.291142
0.905481,0.002026000286,0.531591,0.001704680228,2535067533.291059,1466155041.2175016,6542359039.211766,6.57468,31.945357,31.944047,7.94467,31.945357,31.944047,0.079187,0.079187,0.079187,33.1605,33.146519,33.14788
0.414904,0.664412178,0.338878,0.506649098,768960367.7869372,473785668.9917565,1879259285.6013684,1.02759,15.970892,15.928758,14.4137,15.970892,15.928758,0.163865,0.168973,0.170308,18.271,18.670072,18.763404
0.107553,0.612216632,0.10195,0.001064462384,3532907419.1502852,2623238110.336081,4170862245.0799556,0.893527,28.508191,28.50487,5.9797,28.508191,28.50487,0.174804,0.17523,0.175231,33.7339,33.783553,33.787542
0.178404,0.041884804600000006,0.137726,0.00749554408,6763091312.6188965,6170044388.07863,2397927036.8765783,1.32497,20.485635,62.337097,4.58161,26.958451,62.337097,0.177234,0.177235,0.177235,74.1488,74.148944,74.1491
0.596478,0.31574694,0.511709,0.00452056512,2942515218.769816,2605978440.0760937,2303904125.690709,0.987301,38.240266,45.432724,8.56168,41.730252,45.432724,0.218172,0.218279,0.218283,58.5452,58.55874,58.567346
0.922102,0.7209854760000001,0.322958,0.00370412068,5435193405.199746,4040529486.3665185,3884084417.9543977,0.926347,40.947222,49.321937,3.01174,47.56561,49.321937,0.171093,0.17131,0.171327,57.9956,58.048386,58.051068
0.828948,0.00514975658,0.303243,0.0590226944,373655358.2752061,265217025.99873176,4141380529.3856044,1.36406,6.167447,5.848025,2.68527,6.167447,5.848025,0.293305,0.287264,0.293285,9.96841,8.822423,9.4437
0.707001,0.00370333218,0.686895,0.276599492,3755266328.4717817,3261011414.077362,6566048223.5280285,1.41495,47.523995,47.523536,5.77054,47.523995,47.523536,0.229901,0.229913,0.229913,62.7887,62.786879,62.787545
0.764728,0.2057262734,0.761612,0.374761434,621061826.252378,447016169.9429296,3428395369.850929,3.26896,19.90214,19.873495,5.61398,19.90214,19.873495,0.002863,0.00282,0.00286,19.8007,19.874443,19.903117
0.190142,0.001289878764,0.16538,0.1785697026,-3.170577045022194e-08,-3.170577045022194e-08,4011557463.004131,6.25434,46.861817,67.549086,0.830688,38.434008,62.491549,0.172589,0.172592,0.172592,89.0887,89.089788,89.089787
0.986606,0.468517238,0.660586,0.148764718,1733366518.7064044,1491276474.318326,3196127668.4444823,13.6348,29.648655,29.654236,2.23793,29.648655,29.654236,0.273914,0.273711,0.274059,43.2874,43.290959,43.318822
0.680224,0.1540962396,0.573571,0.0426493342,6438138871.274572,5487165504.12175,4783751391.894831,6.6223,57.632515,67.813351,4.29924,62.288437,67.813351,0.115335,0.115337,0.115337,73.2335,73.233792,73.234446
0.380407,0.0979875258,0.376653,0.036705936599999996,3721277742.549144,4301883322.764743,2875756737.9174876,10.5186,43.845531,51.610829,1.84762,37.939259,51.610829,0.23816,0.238163,0.238164,69.4288,69.426233,69.429621
0.439773,0.0739606692,0.275546,0.001503048162,4594286620.16487,4411325301.20482,1545450122.1267295,1.26228,21.230275,55.614121,12.399,26.647435,55.614121,0.19824,0.198246,0.198246,68.8306,68.82957,68.832023
0.62032,0.0023450273859999997,0.525501,0.0198277787,1451411540.9004438,1176349080.532657,1962538230.6788287,1.2403,27.209558,27.182259,7.40899,27.209558,27.182259,0.026779,0.02678,0.026782,27.3281,27.299233,27.326659
0.210448,0.00390651286,0.122381,0.00446612708,2553229549.7780595,2544163284.7178187,2779313318.9395256,6.2734,34.404504,34.399177,11.7405,34.404504,34.399177,0.174271,0.174271,0.174271,40.7059,40.699313,40.705617
0.538485,0.02068402662,0.284136,0.7658574340000001,1769971781.8642993,1903136334.812936,3502835769.4676166,2.8579,33.148406,33.136875,11.6561,33.148406,33.136875,0.198944,0.198975,0.198982,41.0853,41.069918,41.08474
0.235001,0.635726548,0.195751,0.004577179420000001,3453928344.9587827,3391962587.190869,4206137520.978898,4.6237,43.208681,43.206564,7.76592,43.208681,43.206564,0.181196,0.181219,0.18122,51.7676,51.769094,51.771683
0.397947,0.185600284,0.380857,0.095898947,434714965.1236525,665776791.3760304,3949670505.3475547,1.7046,10.936578,10.855429,1.61265,10.936578,10.855429,0.104563,0.106888,0.108326,11.4498,11.60045,11.707522
0.201095,0.01528251776,0.195539,0.0764406594,2738085.92263792,1847978.1230183893,3864004114.5741005,7.10838,4.891885,4.867578,9.16435,4.891885,4.867578,0.123546,0.101078,0.107771,5.29097,5.166264,5.233199
0.748341,0.2794141216,0.509571,0.0860335504,5805152187.698161,3948161065.313887,1570167701.7222695,1.0099,26.142436,57.793065,10.771,33.736567,57.793065,0.248818,0.248856,0.248857,79.6155,79.623717,79.6256
0.32059,0.00666856528,0.259659,0.0495944422,3355862396.956246,3906851616.9942927,6073705563.467394,3.76099,43.932274,43.931356,1.53362,43.932274,43.931356,0.288455,0.288461,0.288461,66.4747,66.470824,66.472216
0.585358,0.0158449075,0.239233,0.001483789838,4644096385.542169,5767694990.488269,5241182942.482075,2.08513,60.646473,60.644871,3.69495,56.390504,60.644871,0.281312,0.281312,0.281312,90.1727,90.169697,90.172081
0.131573,0.021907684,0.114198,0.00311179948,6687691819.911223,-3.170577045022194e-08,6507972280.278976,10.6993,66.483559,68.224118,3.80564,63.223966,66.456534,0.21478,0.21478,0.21478,87.2975,87.297473,87.297514
0.933002,0.0480183884,0.814973,0.01417495912,6137213062.777426,5158535193.4052,4558981959.205305,10.2839,42.312748,49.840607,1.16844,46.171568,49.840607,0.203944,0.20395,0.203951,62.3843,62.384877,62.386239
0.943558,0.0079515494,0.603695,0.004811742399999999,-3.170577045022194e-08,3658113506.6582117,2844715838.55028,11.9512,32.196438,52.175665,8.21194,47.197563,54.584747,0.147207,0.147207,0.147207,61.7043,61.703084,61.704444
0.622198,0.00906834926,0.512643,0.02786899632,2566184844.6417246,2365661065.313887,2694288530.5731754,6.13416,43.891382,43.884467,12.7928,43.891382,43.884467,0.299266,0.299267,0.299267,68.2191,68.207997,68.218797
0.78943,0.861792652,0.130839,0.1665589552,4433195941.661383,4041490171.2111607,2122468155.9324794,9.47366,33.123917,49.057712,9.7316,27.881872,49.057712,0.230923,0.230931,0.230938,64.9607,64.956731,64.964426
0.396161,0.02729891082,0.229555,0.6812545379999999,5326414077.36208,5640453392.517438,6788710307.3083725,1.04922,58.704528,58.704385,2.33878,58.704528,58.704385,0.119938,0.119953,0.119953,63.777,63.780724,63.780879
0.164836,0.00691013014,0.117196,0.3071377816,5155247305.009512,5239784400.760939,1409935695.0909898,1.16777,2.328384,50.512107,1.47429,1.677775,50.512107,0.158832,0.158845,0.158845,58.1859,58.188102,58.188924
0.649801,0.060473218999999995,0.476329,0.28171307219999997,4685459733.671528,4844898541.534559,1493654365.3239515,4.20266,30.137187,58.979041,0.848827,20.639943,58.979041,0.173101,0.173135,0.173135,69.6323,69.63939,69.641524
0.88179,0.00330895602,0.535578,0.001188556514,2834027901.0779963,1588090995.561192,6330256992.791509,5.51185,34.65336,34.651791,10.567,34.65336,34.651791,0.102618,0.102618,0.102618,36.8549,36.843489,36.845163
0.667613,0.003057638992,0.369957,0.45329288,1731044071.0209258,2193477488.9029803,2453420765.1323757,1.20138,30.330004,30.312375,1.05934,30.330004,30.312375,0.119886,0.120341,0.120355,32.8942,32.950616,32.970393
0.987894,0.030653095199999997,0.703566,0.1348218302,-3.170577045022194e-08,4642070386.810399,6486290181.105065,10.3569,46.982826,49.671242,1.83106,54.774771,54.77464,0.166331,0.166346,0.166347,63.9047,63.908492,63.90868
0.218131,0.01208950278,0.138999,0.01574293868,-3.170577045022194e-08,-3.170577045022194e-08,4464797682.674339,5.8659,51.639024,68.497282,13.8708,53.219736,70.162809,0.20479,0.20479,0.20479,95.6506,95.650614,95.650614
0.953503,0.910263324,0.347369,0.1322270344,409958.7824984147,72462967.66011414,4264978977.7423806,11.1979,3.514365,2.351679,1.41746,3.514365,2.351679,0.171798,0.0,0.0,4.73856,2.351677,3.514362
0.787517,0.002330099504,0.135427,0.00422891474,243483512.9993659,643825935.3202283,5732923903.556928,3.30443,2.343414,1.91631,1.63591,2.343414,1.91631,0.243441,0.048101,0.161872,5.60158,1.942912,2.713311
0.373149,0.07373799680000001,0.285592,0.5336978019999999,590850665.8211795,454366518.70640457,5570670640.887476,9.86912,10.842271,10.816037,1.85718,10.842271,10.816037,0.299389,0.302303,0.302849,16.929,16.939949,17.004478
0.513576,0.665348916,0.398267,0.001178968354,1195351.616994293,309510.5580215599,4694827750.646828,9.60211,7.469423,7.572175,6.91255,7.469423,7.572175,0.233237,0.075308,0.112455,8.78893,7.829958,8.036952
0.677566,0.0027094689319999998,0.230483,0.7684752539999999,271739.69562460366,752957514.2675967,3784432415.759208,14.8812,14.290164,14.206534,0.819091,14.290164,14.206534,0.270105,0.27504,0.275245,20.6435,20.805655,20.938396
0.376191,0.244319879,0.236308,0.0173638739,1474422003.8046925,2266110653.138871,2191545116.8305216,13.8807,29.912875,29.898783,4.53798,28.640237,29.898783,0.071363,0.071367,0.071373,30.826,30.812859,30.827527
0.691675,0.00353380468,0.393344,0.01905785576,1291457831.3253012,1306236207.989854,2277074073.5558033,2.10447,25.19755,25.169679,8.33029,25.19755,25.169679,0.090835,0.090841,0.090844,26.4505,26.416833,26.446171
0.729199,0.155815485,0.343432,0.26192708400000003,460549.14394419786,114840171.21116044,4957256953.066994,6.4159,6.291529,6.07455,0.928813,6.291529,6.07455,0.173109,0.016078,0.03995,7.01443,6.083971,6.351785
0.543658,0.0016521692820000002,0.149121,0.002785414098,1290238110.3360813,1621645846.544071,5444525107.643549,1.01384,21.4891,21.464913,10.2172,21.4891,21.464913,0.020897,0.020898,0.020898,21.6077,21.521163,21.545413
0.523453,0.002314884608,0.148528,0.0547808798,3278078630.3107166,4698741280.913126,4628457166.404646,0.891936,46.970218,46.964779,1.42638,45.934957,46.964779,0.179587,0.179591,0.179591,56.1133,56.104086,56.110585
0.121834,0.00688871448,0.108247,0.02393258354,-3.170577045022194e-08,-3.170577045022194e-08,5600357766.776801,2.31236,54.908222,64.718953,1.43633,52.482626,63.065923,0.062648,0.062649,0.062649,94.058,94.05804,94.05804
0.462825,0.001297987698,0.141039,0.030835081,2224144895.3709574,3693110336.0811667,3934001263.294281,1.49832,34.1472,34.135071,0.881368,34.1472,34.135071,0.2612,0.261211,0.261211,48.4078,48.383294,48.40049
0.240485,0.285982642,0.170842,0.01124183374,5550954343.690552,6369140773.620799,5149537416.484863,4.68843,56.582147,60.005843,1.36718,50.763337,60.005843,0.259104,0.259107,0.259107,84.6376,84.637676,84.638309
0.546721,0.1910554424,0.26926,0.8849493199999999,2675749524.413443,4011334812.9359546,3393192242.7237988,2.75397,44.107802,44.101723,0.857481,37.49142,44.101723,0.251164,0.251371,0.251373,61.0781,61.108729,61.117483
0.253475,0.0018816133199999999,0.196913,0.107817913,5617187698.161065,5153966391.883323,2113630944.5499358,1.29572,20.202725,57.229948,7.0187,28.770442,57.229948,0.081109,0.081109,0.081109,59.4907,59.490234,59.490958
0.497773,0.02985661558,0.175594,0.01159195928,-3.170577045022194e-08,-3.170577045022194e-08,4052305795.7217274,0.920926,52.668355,73.841558,5.04431,46.559216,67.506058,0.14113,0.141131,0.141131,92.2249,92.225117,92.225116
0.411509,0.02622973636,0.244733,0.7619937840000001,4257054533.925174,4859939759.036144,2379988979.623087,1.85263,33.868078,52.491893,1.70819,26.376218,52.491893,0.244684,0.244722,0.244722,71.6435,71.649243,71.652267
0.669892,0.478297792,0.652657,0.1508785288,6017790107.79962,5852539632.213063,3388826137.1894774,1.76703,47.891132,66.397254,3.9043,48.992199,66.397254,0.092679,0.092697,0.092698,69.8149,69.8232,69.823804
0.804673,0.0034979437,0.683195,0.789676442,399427393.78566897,109865313.88712746,5868365952.148095,8.56176,12.583641,12.627423,11.8852,12.583641,12.627423,0.256028,0.233604,0.237432,17.3003,16.817224,16.900089
